DG19qabkc 01:29:03.67 -32:42:18.5
DG19wgmjc 00:55:52.40 -25:46:59.8
DG19wxnjc 00:53:32.32 -23:49:58.5
DG19rzhoc 00:55:31.60 -22:58:08.5
desgw-190814f 01:34:13.82 -31:43:18.0
desgw-190814j 00:46:16.84 -24:22:21.2
