mjd, filter, maglim 
58716.33070844, i, 22.9464326990226 
58716.33070844, i, 23.0134690182396 
58716.33070844, i, 22.869401917783 
58716.33070844, i, 23.0164384114333 
58716.33070844, i, 23.0137433136437 
58716.33070844, i, 23.0270634389185 
58716.33070844, i, 23.0198594812776 
58716.33070844, i, 22.9824010616825 
58716.33070844, i, 23.0105770156844 
58716.33070844, i, 23.0346570687813 
58716.33070844, i, 22.9708887840863 
58716.33070844, i, 22.9971930673055 
58716.33070844, i, 22.9262007106877 
58716.33070844, i, 23.0275435935286 
58716.33070844, i, 23.0390303712495 
58716.33070844, i, 22.9956971677009 
58716.33070844, i, 22.9666138452656 
58716.33070844, i, 23.0278577787903 
58716.33070844, i, 22.94008578419 
58716.33070844, i, 23.0149573733686 
58716.33070844, i, 22.971629697081 
58716.33070844, i, 23.0216862793802 
58716.33070844, i, 23.0467513394408 
58716.33070844, i, 23.0182595571338 
58716.33070844, i, 23.0139721671828 
58716.33070844, i, 22.997010969638 
58716.33070844, i, 22.9915127413733 
58716.33070844, i, 22.9888655014323 
58716.33070844, i, 20.8639984907653 
58716.33070844, i, 23.0123583436173 
58716.33070844, i, 23.0420939169717 
58716.33070844, i, 23.0390798719682 
58716.33070844, i, 23.0259812573515 
58716.33070844, i, 23.0011957317145 
58716.33070844, i, 23.0308647830943 
58716.33070844, i, 22.9833991399929 
58716.33070844, i, 22.9967702198417 
58716.33070844, i, 23.0150902149644 
58716.33070844, i, 23.0366717499568 
58716.33070844, i, 22.9932074847414 
58716.33278445, z, 22.7085037105729 
58716.33278445, z, 22.6573420223605 
58716.33278445, z, 22.6820138775115 
58716.33278445, z, 22.6514614932179 
58716.33278445, z, 22.6784179190447 
58716.33278445, z, 22.7026678268386 
58716.33278445, z, 22.7078013203653 
58716.33278445, z, 22.6982376078271 
58716.33278445, z, 22.6840125312639 
58716.33278445, z, 22.7033868722358 
58716.33600789, i, 23.0813822396331 
58716.33278445, z, 22.6679785826922 
58716.33278445, z, 22.6836349418123 
58716.33278445, z, 22.7034552567499 
58716.33278445, z, 22.7066328801867 
58716.33278445, z, 22.6800594775595 
58716.33278445, z, 22.7127029200172 
58716.33278445, z, 22.7004125544078 
58716.33278445, z, 22.6832893358863 
58716.33278445, z, 22.6821636601406 
58716.33278445, z, 22.7187484505976 
58716.33278445, z, 22.7149154217285 
58716.33278445, z, 22.7195014295055 
58716.33278445, z, 22.7022331323421 
58716.33278445, z, 22.7171140277522 
58716.33278445, z, 22.7124867917251 
58716.33278445, z, 22.6945203632501 
58716.33278445, z, 22.7031943440716 
58716.33600789, i, 23.1400819932021 
58716.33600789, i, 23.0810304452436 
58716.33600789, i, 23.0878398230454 
58716.33278445, z, 22.6915455921513 
58716.33278445, z, 22.6963522797838 
58716.33278445, z, 22.6627415812928 
58716.33278445, z, 22.6828844468376 
58716.33278445, z, 22.7060928096796 
58716.33278445, z, 22.6931682124804 
58716.33278445, z, 22.7254187063925 
58716.33278445, z, 22.6843994073894 
58716.33278445, z, 22.7027828264907 
58716.33278445, z, 22.7068415558015 
58716.33278445, z, 22.6511916745578 
58716.33278445, z, 22.6240332445781 
58716.33278445, z, 22.7075577000347 
58716.33278445, z, 22.7130627120115 
58716.33278445, z, 22.6758821073504 
58716.33278445, z, 22.6973939947676 
58716.33278445, z, 22.6672505519817 
58716.33278445, z, 22.697316195473 
58716.33278445, z, 22.6910182266511 
58716.33278445, z, 22.69501749452 
58716.33278445, z, 22.6894879115774 
58716.33278445, z, 22.6536066956934 
58716.33278445, z, 22.6837549508099 
58716.33278445, z, 22.6721693314768 
58716.33278445, z, 22.7117096475798 
58716.33278445, z, 22.7124683039456 
58716.33278445, z, 22.7014006708046 
58716.33278445, z, 22.7215588495914 
58716.33278445, z, 22.6910558757537 
58716.33278445, z, 22.6971667374232 
58716.33278445, z, 22.7022498898581 
58716.33278445, z, 22.7078975215031 
58716.33278445, z, 22.7006088784087 
58716.34338883, z, 23.0186751096165 
58716.34338883, z, 22.9776977186387 
58716.34338883, z, 23.0069667541124 
58716.33600789, i, 23.018852365324 
58716.33600789, i, 23.132563409549 
58716.33600789, i, 23.0686653904388 
58716.33600789, i, 23.0293367533922 
58716.33600789, i, 23.0891603474125 
58716.33807402, z, 22.7378168442708 
58716.33600789, i, 23.1097844303534 
58716.33600789, i, 23.0120276088912 
58716.33600789, i, 22.9945754275893 
58716.33600789, i, 23.0916003520075 
58716.33600789, i, 23.1377316060381 
58716.33600789, i, 23.118079482805 
58716.33807402, z, 22.713324949514 
58716.34338883, z, 22.9793257380412 
58716.33600789, i, 23.1287400331157 
58716.33600789, i, 23.1017944920434 
58716.34338883, z, 23.0032109620657 
58716.34338883, z, 22.9951653954154 
58716.33600789, i, 23.116588010069 
58716.33600789, i, 23.1101325326594 
58716.33600789, i, 23.0836242746549 
58716.33600789, i, 23.0661769271382 
58716.33600789, i, 23.1019217486381 
58716.33600789, i, 23.0855068334235 
58716.33600789, i, 23.0849295493759 
58716.34338883, z, 23.0131558502254 
58716.33600789, i, 23.0967699172199 
58716.33600789, i, 23.1276261457337 
58716.33600789, i, 23.0806558888429 
58716.34338883, z, 22.985431318582 
58716.33600789, i, 23.1184363425989 
58716.34338883, z, 22.9964156075129 
58716.34338883, z, 23.0132258904355 
58716.34338883, z, 23.021175858399 
58716.33600789, i, 23.1122876414731 
58716.33600789, i, 23.0795778543605 
58716.33600789, i, 23.0790636634193 
58716.33600789, i, 23.0652011459803 
58716.33600789, i, 23.1259118312626 
58716.34338883, z, 23.0014536305174 
58716.33600789, i, 23.0430206775099 
58716.33600789, i, 23.087678638175 
58716.34338883, z, 23.0122959827745 
58716.34338883, z, 23.0067946254166 
58716.33600789, i, 23.1002132514075 
58716.33600789, i, 23.1405199387227 
58716.33600789, i, 23.1060166138145 
58716.33600789, i, 23.082131913364 
58716.33600789, i, 23.0956851444559 
58716.33600789, i, 23.0452940431192 
58716.33600789, i, 23.0948134917398 
58716.33600789, i, 23.0429211625421 
58716.33600789, i, 23.0854577583662 
58716.33600789, i, 23.1030571017676 
58716.34338883, z, 23.0161297702264 
58716.33600789, i, 23.0658893145195 
58716.33600789, i, 23.0929997879686 
58716.33600789, i, 23.08602559717 
58716.33600789, i, 23.1100883619368 
58716.33600789, i, 23.1155574053596 
58716.33600789, i, 23.0934651458477 
58716.33600789, i, 23.1175131118693 
58716.33600789, i, 23.0963410268052 
58716.33600789, i, 23.1092453670185 
58716.33600789, i, 23.125696640521 
58716.33600789, i, 23.1378968158724 
58716.33600789, i, 23.0340929885101 
58716.34338883, z, 22.9801363964648 
58716.33600789, i, 23.0757382988976 
58716.34338883, z, 23.0159793949879 
58716.34338883, z, 23.0035051652998 
58716.33600789, i, 23.0991847553347 
58716.33600789, i, 23.0805228225484 
58716.34338883, z, 23.0011502500502 
58716.34338883, z, 23.038463877123 
58716.33807402, z, 22.7644048012457 
58716.34338883, z, 23.0074800394589 
58716.34338883, z, 23.0037066158091 
58716.34338883, z, 23.0010007026754 
58716.34338883, z, 22.9983313065743 
58716.33807402, z, 22.7643037940672 
58716.34338883, z, 23.0241089850912 
58716.34338883, z, 23.0228800684955 
58716.34338883, z, 23.0094184994234 
58716.34338883, z, 23.0160400514791 
58716.33807402, z, 22.7517201837365 
58716.34338883, z, 23.015570246738 
58716.32533724, i, 22.759975804709 
58716.33807402, z, 22.7726860001513 
58716.33807402, z, 22.7702533531056 
58716.33807402, z, 22.7760312557494 
58716.34338883, z, 23.0287648104732 
58716.34338883, z, 23.0094220814042 
58716.33807402, z, 22.7553001810639 
58716.33807402, z, 22.7279594219236 
58716.34338883, z, 23.00586987241 
58716.34338883, z, 23.0445395658212 
58716.34338883, z, 23.0235496267725 
58716.34338883, z, 23.018161339506 
58716.33807402, z, 22.7737908452133 
58716.34338883, z, 22.985832942166 
58716.34338883, z, 22.9628591562212 
58716.34338883, z, 22.9783195825226 
58716.34338883, z, 22.9923926134352 
58716.33807402, z, 22.7514474942717 
58716.33807402, z, 22.757057907788 
58716.34338883, z, 22.9773583323596 
58716.34338883, z, 22.9708242641647 
58716.34338883, z, 23.0004729574777 
58716.34338883, z, 22.9974877985035 
58716.33807402, z, 22.7630029948185 
58716.34338883, z, 23.0013197338605 
58716.34338883, z, 22.9993987351493 
58716.34338883, z, 22.9860334141416 
58716.34338883, z, 23.0121536124889 
58716.34338883, z, 23.001586104446 
58716.34338883, z, 23.0067464500437 
58716.34338883, z, 23.0137572925514 
58716.34338883, z, 23.0044872256439 
58716.33807402, z, 22.7337255149044 
58716.34338883, z, 22.9139224345178 
58716.34338883, z, 22.9817687291565 
58716.34338883, z, 22.9864151224417 
58716.33807402, z, 22.7146432733429 
58716.34338883, z, 22.9717542196834 
58716.34338883, z, 23.0182850983902 
58716.33807402, z, 22.7771562694768 
58716.33807402, z, 22.7378322421262 
58716.33807402, z, 22.7780877924325 
58716.34338883, z, 23.0095117164987 
58716.34338883, z, 23.0039841632978 
58716.34338883, z, 22.9932738338247 
58716.34338883, z, 23.0039381940392 
58716.33807402, z, 22.727323894578 
58716.33807402, z, 22.7585277959659 
58716.33807402, z, 22.7387526771314 
58716.33807402, z, 22.7528934458807 
58716.33807402, z, 22.7468783780984 
58716.33807402, z, 22.7340153912623 
58716.33807402, z, 22.7572568266091 
58716.33807402, z, 22.7416729450846 
58716.33807402, z, 22.7680147597572 
58716.33807402, z, 22.6134155208339 
58716.33807402, z, 22.7428060109175 
58716.33807402, z, 22.7733082615338 
58716.33807402, z, 22.7778412671849 
58716.33807402, z, 22.7476940454794 
58716.33807402, z, 22.7395653990085 
58716.33807402, z, 22.7503348665086 
58716.33807402, z, 22.7728656853362 
58716.33807402, z, 22.7639593549971 
58716.33807402, z, 22.7598971696205 
58716.33807402, z, 22.7839877176535 
58716.33807402, z, 22.7474224027332 
58716.33807402, z, 22.7419239406974 
58716.33807402, z, 22.7854370135626 
58716.33807402, z, 22.7686491440551 
58716.33807402, z, 22.7552700737667 
58716.33807402, z, 22.7632881797657 
58716.33807402, z, 22.7859611303657 
58716.33807402, z, 22.7658322675097 
58716.33807402, z, 22.7576718753291 
58716.33807402, z, 22.7401046425704 
58716.33807402, z, 22.6337396076186 
58716.34130596, i, 23.2758238038016 
58716.34130596, i, 23.3007888152939 
58716.33807402, z, 22.7665384524063 
58716.33807402, z, 22.7769920376608 
58716.33807402, z, 22.7544771313018 
58716.33807402, z, 22.7430970519047 
58716.33807402, z, 22.7550480843348 
58716.33807402, z, 22.7363813606031 
58716.33807402, z, 22.7477799055196 
58716.33807402, z, 22.7651532227698 
58716.33807402, z, 22.7582038825366 
58716.32533724, i, 22.7991471763864 
58716.32533724, i, 22.8691335051112 
58716.33807402, z, 22.7433767341342 
58716.32533724, i, 22.9057585429895 
58716.32533724, i, 22.7961645241233 
58716.34664888, i, 23.3653249027161 
58716.32533724, i, 22.6447978019267 
58716.32533724, i, 22.7313213196349 
58716.32533724, i, 22.8226398805607 
58716.32533724, i, 22.7311788789172 
58716.32533724, i, 22.8946502963473 
58716.32533724, i, 22.7083681188256 
58716.32533724, i, 22.8480419466827 
58716.32533724, i, 22.8913014425764 
58716.32533724, i, 22.792292256007 
58716.32533724, i, 22.8107517848856 
58716.32533724, i, 22.8978261968069 
58716.32533724, i, 22.7089102344271 
58716.32533724, i, 22.7504079956601 
58716.32533724, i, 22.8951595481532 
58716.32533724, i, 22.6366897923987 
58716.34130596, i, 23.2431577320817 
58716.32533724, i, 22.8235221328646 
58716.32533724, i, 22.7677789731154 
58716.32533724, i, 22.60152733868 
58716.32533724, i, 22.779585667118 
58716.32533724, i, 22.8437035121851 
58716.32533724, i, 22.8618706991901 
58716.32533724, i, 22.7401077101898 
58716.32533724, i, 22.7895950800486 
58716.34130596, i, 23.277914790064 
58716.32533724, i, 22.8741789827546 
58716.32533724, i, 22.8780597356901 
58716.32533724, i, 22.8409809769023 
58716.32533724, i, 22.8575169238846 
58716.32533724, i, 22.6635574482442 
58716.32533724, i, 22.7313959641393 
58716.32533724, i, 22.74505327339 
58716.32533724, i, 22.7361556566204 
58716.32533724, i, 22.8929096128227 
58716.32533724, i, 22.7890348687114 
58716.34130596, i, 23.2873036271556 
58716.32533724, i, 22.8106740804639 
58716.32533724, i, 22.8091505495618 
58716.32533724, i, 22.879110313638 
58716.32533724, i, 22.8584822852963 
58716.32533724, i, 22.8269924433584 
58716.32533724, i, 22.8937771027703 
58716.34130596, i, 23.25174044923 
58716.34130596, i, 23.2551943942228 
58716.32533724, i, 22.6463708024406 
58716.32533724, i, 22.8902603151469 
58716.32533724, i, 22.7846160584506 
58716.34130596, i, 23.242132593467 
58716.32533724, i, 22.9018147755232 
58716.34130596, i, 23.2410192472064 
58716.32533724, i, 22.7532969892558 
58716.34130596, i, 23.3159608135924 
58716.32533724, i, 22.8329442634929 
58716.34130596, i, 23.2536751992343 
58716.32533724, i, 22.7937342191251 
58716.32533724, i, 22.936150923887 
58716.34130596, i, 23.1858660952312 
58716.32533724, i, 22.8304603284864 
58716.32533724, i, 22.7855816539819 
58716.32533724, i, 22.7313836188866 
58716.32533724, i, 22.6726832096144 
58716.34130596, i, 23.3088091911858 
58716.32533724, i, 22.8453125571535 
58716.34130596, i, 23.2758170396455 
58716.34130596, i, 23.2469054136451 
58716.34664888, i, 23.3714240680566 
58716.34130596, i, 23.2774361563829 
58716.34130596, i, 23.2994503963374 
58716.34130596, i, 23.2834106877469 
58716.32533724, i, 22.6474681241655 
58716.34130596, i, 23.2082427091907 
58716.34130596, i, 23.2996952336255 
58716.34130596, i, 23.2770407515716 
58716.34130596, i, 23.323205248611 
58716.34130596, i, 23.31105657536 
58716.34130596, i, 23.3071453297431 
58716.34130596, i, 23.2298103985184 
58716.34130596, i, 23.3097616839551 
58716.34130596, i, 23.2804986543258 
58716.34130596, i, 23.2930870661436 
58716.34130596, i, 23.2798558968582 
58716.34130596, i, 23.3172156589991 
58716.34130596, i, 23.2479818044281 
58716.34664888, i, 23.3999129904064 
58716.34130596, i, 23.2713715667674 
58716.34130596, i, 23.2457907173186 
58716.34664888, i, 23.4051520220115 
58716.34130596, i, 23.2748048166501 
58716.34130596, i, 23.2551618560201 
58716.34130596, i, 23.3006206897902 
58716.34130596, i, 23.253759608273 
58716.34130596, i, 23.2922315032212 
58716.34130596, i, 23.3024662326468 
58716.34130596, i, 23.2747132802516 
58716.34130596, i, 23.2617644525888 
58716.34130596, i, 23.2844838236459 
58716.34130596, i, 23.264022865436 
58716.34130596, i, 23.2022181430962 
58716.34130596, i, 23.2995621432286 
58716.34130596, i, 23.2827453723459 
58716.34130596, i, 23.2528059529357 
58716.34130596, i, 23.2987134152099 
58716.34130596, i, 23.1885159680776 
58716.34130596, i, 23.257095725051 
58716.34130596, i, 23.2522953106509 
58716.34664888, i, 23.3789721476568 
58716.34130596, i, 23.2939706504371 
58716.34130596, i, 23.2633302233549 
58716.34664888, i, 23.3718849226177 
58716.34664888, i, 23.3706555454783 
58716.34130596, i, 23.3004221057228 
58716.34130596, i, 23.2972313622199 
58716.34664888, i, 23.3913823979382 
58716.34130596, i, 23.2528268606272 
58716.34664888, i, 23.4029502478376 
58716.34664888, i, 23.3984337108151 
58716.34130596, i, 23.2360381189275 
58716.34130596, i, 23.287017421683 
58716.34664888, i, 23.4001263631404 
58716.34664888, i, 23.4244915449299 
58716.34664888, i, 23.3714197162588 
58716.34130596, i, 23.2922373060685 
58716.34130596, i, 23.2439222077413 
58716.34664888, i, 23.4038706665241 
58716.34664888, i, 23.4183447466897 
58716.34664888, i, 23.3644402096268 
58716.34664888, i, 23.3868819074315 
58716.34664888, i, 23.3120911474706 
58716.34664888, i, 23.4378847117944 
58716.34664888, i, 23.3777747626197 
58716.34664888, i, 23.3899500269674 
58716.34664888, i, 23.3728716667524 
58716.34664888, i, 23.3350369249871 
58716.34664888, i, 23.4477980253872 
58716.34664888, i, 23.4381936559178 
58716.34664888, i, 23.3741377270943 
58716.34664888, i, 23.3278337109471 
58716.34664888, i, 23.3975824358005 
58716.34664888, i, 23.3603182123924 
58716.34664888, i, 23.3270004521104 
58716.34664888, i, 23.4028326462879 
58716.34664888, i, 23.3968754378577 
58716.34664888, i, 23.4448538938227 
58716.34664888, i, 23.3985328515049 
58716.34664888, i, 23.318980063325 
58716.34664888, i, 23.4123910621622 
58716.34664888, i, 23.4071195392321 
58716.34664888, i, 23.3645784622825 
58716.34664888, i, 23.4319201737272 
58716.34664888, i, 23.3855361044384 
58716.34664888, i, 23.3901197093252 
58716.34664888, i, 23.2977696763638 
58716.34664888, i, 23.4101802137575 
58716.34664888, i, 23.3886342105718 
58716.34664888, i, 23.4113770293367 
58716.34664888, i, 23.364916711971 
58716.34664888, i, 23.3937916296149 
58716.34664888, i, 23.4183499484229 
58716.34664888, i, 23.4181488724009 
58716.34664888, i, 23.3379426081411 
58716.34664888, i, 23.3730566050431 
58716.34664888, i, 23.4147035655894 
58716.34664888, i, 23.4300975048142 
58716.34664888, i, 23.4139635554413 
58716.34664888, i, 23.3175692727883 
58716.34664888, i, 23.3921392579329 
58716.34664888, i, 23.3835667063897 
58716.34664888, i, 23.2940543154679 
58716.34664888, i, 23.4266773494845 
58716.34664888, i, 23.4201038792722 
58716.35490373, z, 23.1085408571615 
58716.35490373, z, 23.0934044322407 
58716.3581147, i, 23.4154429936799 
58716.3581147, i, 23.4048365897993 
58716.35490373, z, 23.086040045799 
58716.3581147, i, 23.3762025176346 
58716.3581147, i, 23.3403448279433 
58716.35490373, z, 23.0955846652902 
58716.34870974, z, 23.0107623411279 
58716.34870974, z, 23.0048778442298 
58716.35490373, z, 23.0851728980781 
58716.35490373, z, 23.0922090194443 
58716.3581147, i, 23.3837179506973 
58716.35490373, z, 23.0964804740567 
58716.35490373, z, 23.0812277494145 
58716.35490373, z, 23.0814983138772 
58716.35490373, z, 23.0791433893444 
58716.35490373, z, 23.1084457454495 
58716.3581147, i, 23.4112679102047 
58716.3581147, i, 23.4072748447511 
58716.35490373, z, 23.0753501971029 
58716.3581147, i, 23.3312552775155 
58716.3581147, i, 23.4014204750746 
58716.35490373, z, 23.0926473688495 
58716.35490373, z, 23.088194995791 
58716.35490373, z, 23.0887278800264 
58716.3581147, i, 23.3640963063168 
58716.35490373, z, 23.0904573781784 
58716.3581147, i, 23.3804417646307 
58716.35282487, i, 23.3651037258147 
58716.3581147, i, 23.3808992742601 
58716.35490373, z, 23.0787447029039 
58716.3581147, i, 23.3350012850386 
58716.3581147, i, 23.3717958243167 
58716.35490373, z, 23.0975647649294 
58716.3581147, i, 23.4216929081144 
58716.35282487, i, 23.3414830378297 
58716.3581147, i, 23.3657859615333 
58716.35282487, i, 23.3687885295926 
58716.35490373, z, 23.0856187409261 
58716.34870974, z, 22.9856697594413 
58716.35490373, z, 23.0651286617099 
58716.35282487, i, 23.3485107849298 
58716.35282487, i, 23.3456922136134 
58716.3581147, i, 23.3668996987517 
58716.35490373, z, 23.1050674181879 
58716.35490373, z, 23.1055415258648 
58716.3581147, i, 23.2963292124754 
58716.35490373, z, 23.0973717351191 
58716.3581147, i, 23.3668438097024 
58716.3581147, i, 23.389920645335 
58716.35490373, z, 23.0747340728742 
58716.3581147, i, 23.3549582438873 
58716.3581147, i, 23.3474837640793 
58716.35490373, z, 23.0821628521463 
58716.35490373, z, 23.0985389405383 
58716.35490373, z, 23.083827167631 
58716.35490373, z, 23.1066497957392 
58716.3581147, i, 23.3549379107632 
58716.35490373, z, 23.0677750663522 
58716.35490373, z, 23.0624549076116 
58716.35490373, z, 23.0545557892375 
58716.35490373, z, 23.0712093891642 
58716.35490373, z, 23.0948064111035 
58716.35490373, z, 23.0872347384482 
58716.35490373, z, 23.1236704512324 
58716.3581147, i, 23.3637272828135 
58716.3581147, i, 23.3989795036778 
58716.35490373, z, 23.0856051293071 
58716.35490373, z, 23.1141230019705 
58716.35490373, z, 23.0731287904086 
58716.35490373, z, 23.0815400808312 
58716.3581147, i, 23.3783044573311 
58716.35490373, z, 23.1055314176735 
58716.35490373, z, 23.0831488053626 
58716.3581147, i, 23.3175399455979 
58716.3581147, i, 23.3408232916243 
58716.3581147, i, 23.3755935672489 
58716.3581147, i, 23.3477972976664 
58716.35490373, z, 23.1004299533638 
58716.35490373, z, 23.0923004797155 
58716.35490373, z, 23.087088216589 
58716.3581147, i, 23.3987157075691 
58716.3581147, i, 23.389608047202 
58716.3581147, i, 23.2855193510987 
58716.35490373, z, 23.0934686701367 
58716.3581147, i, 23.3979182783633 
58716.3581147, i, 23.3670591562152 
58716.3581147, i, 23.2206829841007 
58716.35490373, z, 23.0933247795234 
58716.35490373, z, 23.0916904974892 
58716.35490373, z, 23.0339412984033 
58716.35490373, z, 23.1000678908087 
58716.3581147, i, 23.3996634880803 
58716.35490373, z, 23.0587695726797 
58716.35490373, z, 23.103347023353 
58716.3581147, i, 23.3781937131999 
58716.3581147, i, 23.358730108593 
58716.3581147, i, 23.3778141600136 
58716.3581147, i, 23.3336615586111 
58716.3581147, i, 23.3984054396592 
58716.35490373, z, 23.0841297615697 
58716.35490373, z, 23.0409452612437 
58716.3581147, i, 23.3973306808306 
58716.3581147, i, 23.4058737201065 
58716.3581147, i, 23.4250476095479 
58716.3581147, i, 23.399528538796 
58716.3581147, i, 23.0137175301924 
58716.3581147, i, 23.3436084146383 
58716.3581147, i, 23.3829587207638 
58716.35490373, z, 23.1022817100431 
58716.35490373, z, 23.0981835684099 
58716.3581147, i, 23.3584352657528 
58716.3581147, i, 23.3407392164869 
58716.35490373, z, 23.0831472725138 
58716.35490373, z, 23.1059605623263 
58716.3581147, i, 23.3688828466983 
58716.3581147, i, 23.3072805585093 
58716.3581147, i, 23.3841905205253 
58716.35490373, z, 23.0705778612562 
58716.3581147, i, 23.391999035641 
58716.35490373, z, 23.0902557917687 
58716.34870974, z, 23.0252088818654 
58716.3581147, i, 23.3604862671547 
58716.35490373, z, 23.0893949912533 
58716.3581147, i, 23.3935376574425 
58716.34870974, z, 23.0307572840569 
58716.34870974, z, 22.9755363305726 
58716.3581147, i, 23.3797636748661 
58716.34870974, z, 23.0194962169037 
58716.3581147, i, 23.3861272526032 
58716.34870974, z, 22.9991032427829 
58716.34870974, z, 23.0333855696652 
58716.35282487, i, 23.4001241565057 
58716.34870974, z, 23.0106451802774 
58716.34870974, z, 23.0152056315958 
58716.3581147, i, 23.4091719974456 
58716.35282487, i, 23.3820114425893 
58716.34870974, z, 23.0109724280725 
58716.34870974, z, 23.009734375789 
58716.34870974, z, 22.9759960798134 
58716.35282487, i, 23.4191823189806 
58716.34870974, z, 23.0402158973703 
58716.35282487, i, 23.3529598127104 
58716.35282487, i, 23.3898052102995 
58716.35282487, i, 23.3180702895484 
58716.34870974, z, 23.0023684594635 
58716.34870974, z, 23.000390822713 
58716.34870974, z, 23.0202758509806 
58716.34870974, z, 23.0257545758488 
58716.35282487, i, 23.3794851749829 
58716.34870974, z, 23.0245094743702 
58716.34870974, z, 23.0168029025043 
58716.34870974, z, 23.0273596276707 
58716.35282487, i, 23.4051133554016 
58716.35282487, i, 23.3488039192773 
58716.34870974, z, 22.9860574660243 
58716.34870974, z, 23.0245277924937 
58716.34870974, z, 23.0258987427499 
58716.34870974, z, 23.0152199573457 
58716.34870974, z, 23.035580940474 
58716.35282487, i, 23.3997949928512 
58716.35282487, i, 23.3722749378467 
58716.35282487, i, 23.3559173810413 
58716.35282487, i, 23.3248853124316 
58716.35282487, i, 23.3503172753063 
58716.34870974, z, 23.0351399908613 
58716.34870974, z, 23.0095555751145 
58716.35282487, i, 23.3978067075536 
58716.35282487, i, 23.3908668288891 
58716.34870974, z, 23.0196798748261 
58716.35282487, i, 23.3501828619768 
58716.34870974, z, 23.0345485677208 
58716.35282487, i, 23.377444132198 
58716.34870974, z, 22.9944631913293 
58716.35282487, i, 23.3443512375758 
58716.34870974, z, 23.0232973209405 
58716.35282487, i, 23.3898330803289 
58716.34870974, z, 23.0187251141492 
58716.35282487, i, 23.3618414102001 
58716.35282487, i, 23.3937526810445 
58716.35282487, i, 23.400396914909 
58716.35282487, i, 23.4025652325398 
58716.35282487, i, 23.3801185943715 
58716.34870974, z, 23.0165746986002 
58716.34870974, z, 23.0039005997724 
58716.34870974, z, 23.0063960306473 
58716.34870974, z, 23.0338040468194 
58716.34870974, z, 22.9901956432187 
58716.34870974, z, 23.0389281449932 
58716.34870974, z, 23.0072407521308 
58716.34870974, z, 23.0220533748935 
58716.34870974, z, 23.0028528368949 
58716.34870974, z, 23.0293647959785 
58716.34870974, z, 23.0279366825238 
58716.35282487, i, 23.3820328906149 
58716.35282487, i, 23.3860225523733 
58716.35282487, i, 23.3730198371272 
58716.35282487, i, 23.3924387337076 
58716.35282487, i, 23.1838595924729 
58716.34870974, z, 23.0326708283497 
58716.35282487, i, 23.3669133270175 
58716.34870974, z, 23.0016539835182 
58716.34870974, z, 23.0272421634103 
58716.34870974, z, 23.0091124753217 
58716.34870974, z, 23.0239365056623 
58716.34870974, z, 23.0101206855447 
58716.34870974, z, 23.0088049002758 
58716.34870974, z, 23.0109574580895 
58716.34870974, z, 23.0183674098329 
58716.34870974, z, 23.0137042199928 
58716.35282487, i, 23.3991492185027 
58716.34870974, z, 22.9968136391136 
58716.34870974, z, 23.017456407052 
58716.35282487, i, 23.3646267065381 
58716.35282487, i, 23.3726420696611 
58716.35282487, i, 23.3648391320241 
58716.34870974, z, 23.0157074269193 
58716.35282487, i, 23.4150856043247 
58716.35282487, i, 23.3798286285617 
58716.34870974, z, 22.9934534393504 
58716.35282487, i, 23.3780966604046 
58716.34870974, z, 22.9684367231638 
58716.35282487, i, 23.2939809495452 
58716.35282487, i, 23.3973798221405 
58716.35282487, i, 23.348867689755 
58716.35282487, i, 23.391249679473 
58716.35282487, i, 23.3879676296698 
58716.35282487, i, 23.3661697734418 
58716.35282487, i, 23.3055879796118 
58716.35282487, i, 23.3030774027993 
58716.35282487, i, 23.3570429974341 
58716.35282487, i, 23.4116170435393 
58716.35282487, i, 23.3516593017254 
58716.35282487, i, 23.3968197625778 
58716.35282487, i, 23.4137254863699 
58716.35282487, i, 23.3707790309588 
58716.35282487, i, 23.3464677505267 
58716.35282487, i, 23.3325811020576 
58716.35282487, i, 23.3838118510341 
58713.24997204, i, 22.4052582299725 
58713.24997204, i, 22.3370288516953 
58713.24997204, i, 22.3937393683977 
58713.24997204, i, 22.3767858959496 
58713.24997204, i, 22.3201034877453 
58713.24997204, i, 22.2910144144793 
58713.24997204, i, 22.4065006455285 
58713.24997204, i, 22.366284987236 
58713.24997204, i, 22.3892298130086 
58713.24997204, i, 22.3333307604946 
58713.24997204, i, 22.3731737571588 
58713.24997204, i, 22.3256627243868 
58713.24997204, i, 22.3983174127677 
58713.24997204, i, 22.4014932174324 
58713.24997204, i, 22.3772257053707 
58713.24997204, i, 22.3368270419217 
58713.24997204, i, 22.2786993307202 
58713.24997204, i, 22.3745719522719 
58713.24997204, i, 22.3736871379527 
58713.24997204, i, 22.3810281389357 
58713.24997204, i, 22.2309484769716 
58713.24997204, i, 22.3940928201935 
58713.24997204, i, 22.3874767715981 
58713.24997204, i, 22.4196503232643 
58713.24997204, i, 22.3658689751227 
58713.24997204, i, 22.3818494101959 
58713.24997204, i, 22.3956201779681 
58713.24997204, i, 22.3826287772526 
58713.24997204, i, 22.3725488986627 
58713.24997204, i, 22.3518811814041 
58713.24997204, i, 22.4018544706887 
58713.24997204, i, 22.3121297969245 
58713.24997204, i, 22.3695216895165 
58713.24997204, i, 22.3897164599237 
58713.24997204, i, 22.3590900942652 
58713.24997204, i, 22.3316068941115 
58713.24997204, i, 22.4027016991535 
58713.24997204, i, 22.3350630213048 
58713.24997204, i, 22.3669216759329 
58713.24997204, i, 22.4074373448548 
58713.24580926, i, 22.401189193364 
