mjd, filter, maglim 
58712.20880156, z, 22.0860877953025 
58712.20880156, z, 22.0773204427539 
58712.20880156, z, 22.1466169282191 
58712.20880156, z, 22.1151810113473 
58712.20880156, z, 22.066016618202 
58712.20880156, z, 22.0751876269275 
58712.20880156, z, 21.9767425350566 
58712.20880156, z, 22.1107522135182 
58712.20880156, z, 22.1450528910946 
58712.20880156, z, 22.1165398390426 
58712.20880156, z, 22.134521424726 
58712.20880156, z, 22.1138494179263 
58712.20880156, z, 22.1109813656948 
58712.20880156, z, 22.1058574498025 
58712.20880156, z, 22.113323065025 
58712.20880156, z, 22.1138715619885 
58712.20880156, z, 22.1166162881431 
58712.20880156, z, 22.0631052668681 
58712.20880156, z, 22.14038006428 
58712.20880156, z, 22.0839030572532 
58712.20880156, z, 22.1295841464421 
58712.20880156, z, 22.1239169732832 
58712.20880156, z, 22.1046644086554 
58712.20880156, z, 22.1513388844158 
58712.20880156, z, 22.1105228248596 
58712.20880156, z, 22.1335818869059 
58712.20880156, z, 22.133712396401 
58712.20880156, z, 22.1104839783885 
58712.21560049, i, 21.9041716554744 
58712.21560049, i, 21.9137940926541 
58712.21560049, i, 21.934936198173 
58712.21560049, i, 21.92486767462 
58712.21560049, i, 21.927659452666 
58712.21973604, i, 21.9246576573559 
58712.21973604, i, 21.9538093785248 
58712.2114522, i, 22.028446547733 
58712.21973604, i, 21.9071348260826 
58712.21973604, i, 21.9313312202495 
58712.2114522, i, 22.0989185452978 
58712.2114522, i, 22.0958758853775 
58712.21973604, i, 21.9406382289555 
58712.21973604, i, 21.8254564511339 
58712.21973604, i, 21.8930562554289 
58712.21973604, i, 21.9274995710604 
58712.21560049, i, 21.8482078537008 
58712.21560049, i, 21.9156331529441 
58712.21560049, i, 21.928591755823 
58712.21973604, i, 21.9258588852589 
58712.21560049, i, 21.9247992940507 
58712.21973604, i, 21.9070362758796 
58712.21560049, i, 21.9189743229331 
58712.21560049, i, 21.9497577847343 
58712.21560049, i, 21.8890450114466 
58712.21560049, i, 21.9390183372335 
58712.21560049, i, 21.9245070537367 
58712.21560049, i, 21.9249523665968 
58712.21973604, i, 21.9193087625069 
58712.21560049, i, 21.8834003776692 
58712.21560049, i, 21.9582760720843 
58712.21560049, i, 21.9345312547775 
58712.2114522, i, 22.0920316560008 
58712.21560049, i, 21.932682563059 
58712.21560049, i, 21.8535593797863 
58712.21973604, i, 21.943740084741 
58712.21560049, i, 21.9281433373911 
58712.21973604, i, 21.9270410640382 
58712.21560049, i, 21.955582245971 
58712.21973604, i, 21.9418277262722 
58712.21560049, i, 21.9112018677249 
58712.21560049, i, 21.9191100314095 
58712.21973604, i, 21.8617004148749 
58712.21560049, i, 21.9064372503316 
58712.21560049, i, 21.9420586408139 
58712.21973604, i, 21.9065229964569 
58712.21973604, i, 21.9321788640879 
58712.21973604, i, 21.8729826085169 
58712.21973604, i, 21.8827824479253 
58712.21560049, i, 21.8645347614136 
58712.21560049, i, 21.9127272298001 
58712.21560049, i, 21.8745585448267 
58712.21973604, i, 21.9422746903057 
58712.21560049, i, 21.8976015718283 
58712.21560049, i, 21.9378663693864 
58712.21973604, i, 21.9241383394105 
58712.21973604, i, 21.9467481803855 
58712.21973604, i, 21.9584039441971 
58712.21973604, i, 21.9645684228566 
58712.21973604, i, 21.9536633596197 
58712.21973604, i, 21.9312964243562 
58712.21973604, i, 21.8891481361766 
58712.21560049, i, 21.9260061086236 
58712.21973604, i, 21.9117893371121 
58712.21560049, i, 21.9683828955585 
58712.21560049, i, 21.94493071839 
58712.21560049, i, 21.9154421862924 
58712.21973604, i, 21.9281980645352 
58712.21973604, i, 21.9230270270574 
58712.21560049, i, 21.9389732062461 
58712.21560049, i, 21.9169062076688 
58712.21973604, i, 21.9127906701348 
58712.21560049, i, 21.9160016908784 
58712.21973604, i, 21.9482491898228 
58712.21973604, i, 21.8589600553356 
58712.21560049, i, 21.926206172629 
58712.21560049, i, 21.9566882244028 
58712.2114522, i, 22.0724727505389 
58712.21973604, i, 21.8713089034759 
58712.21560049, i, 21.9092235073186 
58712.21973604, i, 21.8980642534296 
58712.21560049, i, 21.926382875057 
58712.2114522, i, 22.090915532495 
58712.21973604, i, 21.9383427788315 
58712.21973604, i, 21.9612384890657 
58712.2114522, i, 22.0835958860164 
58712.21973604, i, 21.9421373489017 
58712.21973604, i, 21.9537497195886 
58712.21973604, i, 21.8939489181994 
58712.21973604, i, 21.9207705195189 
58712.21973604, i, 21.9180415520591 
58712.21560049, i, 21.9288900760324 
58712.21560049, i, 21.9436345702655 
58712.2114522, i, 22.0641143888096 
58712.21560049, i, 21.9251571494071 
58712.21973604, i, 21.9150615461377 
58712.21973604, i, 21.8925873703337 
58712.21973604, i, 21.9256111106583 
58712.21560049, i, 21.9073504713677 
58712.21973604, i, 21.9474693708901 
58712.21973604, i, 21.8654602367903 
58712.21560049, i, 21.957639554523 
58712.21560049, i, 21.9311237074923 
58712.21973604, i, 21.9481054255047 
58712.21973604, i, 21.826649671788 
58712.21560049, i, 21.9490232074866 
58712.21560049, i, 21.9532228535179 
58712.21560049, i, 21.9292864782443 
58712.21973604, i, 21.9328675034066 
58712.21973604, i, 21.9509411776562 
58712.21560049, i, 21.9401975208732 
58712.2114522, i, 22.0742875768914 
58712.21973604, i, 21.9150227594431 
58712.21560049, i, 21.920713229373 
58712.21560049, i, 21.8602846466572 
58712.2114522, i, 22.0836659028639 
58712.21560049, i, 21.8766310952479 
58712.21973604, i, 21.9508384926244 
58712.21973604, i, 21.9415836911595 
58712.21973604, i, 21.9187062175668 
58712.21560049, i, 21.9283746989283 
58712.2114522, i, 22.0668448806783 
58712.21973604, i, 21.934597491638 
58712.2114522, i, 21.9960656974587 
58712.21973604, i, 21.9489851772247 
58712.2114522, i, 22.0943383321827 
58712.2114522, i, 22.0485710987248 
58712.2114522, i, 22.0669587694005 
58712.2114522, i, 22.0794993204741 
58712.21560049, i, 21.8322715476784 
58712.21560049, i, 21.9344834116495 
58712.2114522, i, 22.0743656720159 
58712.21973604, i, 21.8613581424703 
58712.21560049, i, 21.9003715289426 
58712.2114522, i, 22.0872285549746 
58712.21560049, i, 21.9099689356218 
58712.2114522, i, 22.0625816731156 
58712.21973604, i, 21.8734790932063 
58712.2114522, i, 22.0549923038043 
58712.2114522, i, 22.046642168441 
58712.2114522, i, 22.0995099116288 
58712.21973604, i, 21.9496833239616 
58712.2114522, i, 22.0629220596111 
58712.2114522, i, 22.0719468626415 
58712.2114522, i, 22.0667409384473 
58712.2114522, i, 22.0442310286085 
58712.2114522, i, 22.0884759044569 
58712.2114522, i, 22.0035011249085 
58712.21709283, z, 22.1693446947864 
58712.2114522, i, 22.0673348912018 
58712.2114522, i, 22.0365089858127 
58712.2114522, i, 22.0783594847124 
58712.21709283, z, 22.1700821398192 
58712.2114522, i, 22.0701493802476 
58712.2114522, i, 22.0490484031497 
58712.2114522, i, 22.0633853888807 
58712.2114522, i, 22.015163400088 
58712.2114522, i, 22.07186232501 
58712.2114522, i, 22.0120977319279 
58712.21709283, z, 22.1787190965146 
58712.2114522, i, 21.9844390731734 
58712.2114522, i, 22.0550333537752 
58712.2114522, i, 22.0439368222385 
58712.2114522, i, 22.027692887627 
58712.2114522, i, 22.0736135626014 
58712.21709283, z, 22.1775109751925 
58712.21709283, z, 22.1805686920309 
58712.21295645, z, 22.0963017049222 
58712.21709283, z, 22.1719107965482 
58712.2114522, i, 22.0868373147384 
58712.2114522, i, 22.0477876192105 
58712.2114522, i, 22.0775560928285 
58712.2114522, i, 21.7207218056564 
58712.2114522, i, 22.0956164136565 
58712.2114522, i, 22.0779684421318 
58712.2114522, i, 22.0201707971188 
58712.2114522, i, 22.0837227191258 
58712.2114522, i, 22.0840965722303 
58712.2114522, i, 22.0776129619716 
58712.2114522, i, 22.0364200886084 
58712.2114522, i, 22.0627047046686 
58712.2114522, i, 22.0834737199999 
58712.2114522, i, 22.068119476765 
58712.2114522, i, 21.9941867433814 
58712.2114522, i, 22.0693641310554 
58712.21295645, z, 22.0904510305448 
58712.21295645, z, 22.103922645829 
58712.21709283, z, 22.1827350425784 
58712.21295645, z, 22.096517937242 
58712.21295645, z, 22.0906143719842 
58712.21709283, z, 22.1506639785396 
58712.21709283, z, 22.1718986757481 
58712.21709283, z, 22.1565836255399 
58712.21709283, z, 22.1587609450668 
58712.21709283, z, 22.1781023961791 
58712.21709283, z, 22.1985323360381 
58712.21709283, z, 22.1483979559111 
58712.21709283, z, 22.1694492614794 
58712.21709283, z, 22.1664617387504 
58712.21709283, z, 22.1926779912299 
58712.21709283, z, 22.1323729855613 
58712.21295645, z, 22.0766891077239 
58712.21709283, z, 22.1552690342726 
58712.21709283, z, 22.1644672684014 
58712.21709283, z, 22.1915790086318 
58712.21709283, z, 22.1762774242221 
58712.21709283, z, 22.1906147169401 
58712.21709283, z, 22.1650480204394 
58712.21709283, z, 22.1865536257353 
58712.21709283, z, 22.1950384796798 
58712.21709283, z, 22.178548611359 
58712.21709283, z, 22.1729999164837 
58712.21709283, z, 22.1771223073548 
58712.21709283, z, 22.1215400375413 
58712.21709283, z, 22.1650550722655 
58712.21709283, z, 22.1576541378249 
58712.21709283, z, 22.1572241671321 
58712.21709283, z, 22.0784419920062 
58712.21709283, z, 22.183660116874 
58712.21709283, z, 22.1778240884081 
58712.21709283, z, 22.1629557545139 
58712.21709283, z, 22.1910237523906 
58712.21709283, z, 22.1657822475057 
58712.21709283, z, 22.2024999431538 
58712.21709283, z, 22.1755072789628 
58712.21295645, z, 22.077955693859 
58712.21709283, z, 22.1464051142758 
58712.21709283, z, 22.1741979648588 
58712.21709283, z, 22.1896600967824 
58712.21709283, z, 22.1182427088098 
58712.21709283, z, 22.201561215343 
58712.21709283, z, 22.1257576379176 
58712.21709283, z, 22.168787507425 
58712.21709283, z, 22.1791619440988 
58712.21709283, z, 22.1828423724174 
58712.21709283, z, 22.2018841937708 
58712.21709283, z, 22.1809999786654 
58712.21709283, z, 22.1825019351834 
58712.21295645, z, 21.9899945663804 
58712.21295645, z, 22.0590760910337 
58712.21709283, z, 22.1649363183908 
58712.21709283, z, 22.1767147379981 
58712.21295645, z, 22.0979442924544 
58712.21709283, z, 22.1886557175931 
58712.21709283, z, 22.1851168114555 
58712.21709283, z, 22.1745919887432 
58712.21295645, z, 22.1019576099664 
58712.21709283, z, 22.1845796430762 
58712.21709283, z, 22.1799101093414 
58712.21295645, z, 22.0994720918232 
58712.21295645, z, 22.0932660238116 
58712.21295645, z, 22.1022001826555 
58712.21295645, z, 22.1044757079745 
58712.21295645, z, 22.0938544616425 
58712.21295645, z, 22.0956085255812 
58712.21295645, z, 22.0424686616142 
58712.21295645, z, 22.0901632079378 
58712.21295645, z, 22.0922314232153 
58712.21295645, z, 22.1080386251297 
58712.21295645, z, 22.0946790407926 
58712.21295645, z, 22.0878032904135 
58712.21295645, z, 22.0821171299649 
58712.21295645, z, 22.0915353664775 
58712.21295645, z, 22.1052854204385 
58712.21295645, z, 22.084430897463 
58712.21295645, z, 22.1253596050131 
58712.21295645, z, 22.0720547924792 
58712.22123574, z, 22.0010846055379 
58712.21295645, z, 22.0615036126488 
58712.21295645, z, 22.0950942443429 
58712.21295645, z, 22.0839167461161 
58712.21295645, z, 22.0978554408856 
58712.21295645, z, 22.0881596864997 
58712.21295645, z, 22.0845513794547 
58712.21295645, z, 22.0988461064143 
58712.22123574, z, 22.0177614406822 
58712.21295645, z, 22.1102668255402 
58712.21295645, z, 22.117187969028 
58712.21295645, z, 22.093466880926 
58712.21295645, z, 22.1123569049523 
58712.21295645, z, 22.0936476560827 
58712.21295645, z, 22.1016952265141 
58712.21295645, z, 22.1010976066459 
58712.21295645, z, 22.1276139396507 
58712.21295645, z, 22.0832744180685 
58712.21295645, z, 22.0828212723063 
58712.21295645, z, 22.1119715509042 
58712.21295645, z, 22.1090669899355 
58712.21295645, z, 22.0968293551632 
58712.21295645, z, 22.0906163488596 
58712.21295645, z, 22.0710469099817 
58712.22123574, z, 22.0302592131242 
58712.21295645, z, 22.0888410853566 
58712.21295645, z, 22.1184901542615 
58712.21295645, z, 22.1043784791077 
58712.22123574, z, 21.9632264163122 
58712.22123574, z, 21.9801314015145 
58712.21295645, z, 22.109939264303 
58712.22123574, z, 21.9912219764722 
58712.22123574, z, 21.9961959731537 
58712.22123574, z, 21.9784887102577 
58712.21295645, z, 22.0542590188528 
58712.22123574, z, 21.966574542364 
58712.22123574, z, 22.0128333513176 
58712.22123574, z, 21.9542389539708 
58712.22123574, z, 21.9920744740456 
58712.22123574, z, 21.5804160022519 
58712.22123574, z, 22.0043578734663 
58712.22123574, z, 21.9723229568194 
58712.22123574, z, 21.9859116778383 
58712.22123574, z, 21.9895195671782 
58712.22123574, z, 21.9962816678384 
58712.22123574, z, 21.9910425491454 
58712.22123574, z, 21.9968574855283 
58712.22123574, z, 21.9777212304525 
58712.22123574, z, 21.9613726223199 
58712.22123574, z, 21.9999853389528 
58712.22123574, z, 21.9585827498803 
58712.22123574, z, 21.9784774195973 
58712.22123574, z, 21.9582819595631 
58712.22123574, z, 21.9034226519041 
58712.22123574, z, 21.9749970317408 
58712.22123574, z, 22.0082082936904 
58712.22123574, z, 21.9922366055919 
58712.22123574, z, 21.9659858683796 
58712.22123574, z, 22.0328689836367 
58712.22123574, z, 21.9883272739084 
58712.22123574, z, 22.0184393856735 
58712.22123574, z, 21.996074619247 
58712.22123574, z, 21.9953570831578 
58712.22123574, z, 22.000890359669 
58712.22123574, z, 21.9814477521711 
58712.22123574, z, 21.9550939522506 
58712.22123574, z, 21.9802577309272 
58712.22123574, z, 22.0172761816629 
58712.22123574, z, 21.9930305505951 
58712.22123574, z, 21.97825949904 
58712.22123574, z, 21.9702746378947 
58712.22123574, z, 21.9919177863125 
58712.22123574, z, 21.9736999670058 
58712.22123574, z, 21.9956675228844 
58712.22123574, z, 21.9972269540609 
58712.22123574, z, 21.9598808862482 
58712.22123574, z, 21.9712269734899 
58712.22123574, z, 22.0006710557419 
58712.22123574, z, 21.9279574592807 
58712.22123574, z, 21.95103240323 
58712.22123574, z, 21.9769581261718 
58712.22123574, z, 21.997028621582 
58712.22123574, z, 21.9183205457038 
58712.22123574, z, 21.932948040466 
58712.22123574, z, 21.9876372683085 
58712.22123574, z, 21.9651871941958 
58712.22123574, z, 21.9949375680567 
58712.22807412, i, 21.6126565338275 
58712.22807412, i, 21.635653589274 
58712.22807412, i, 21.5322201481801 
58712.22537808, z, 21.6872615594677 
58712.23221366, i, 21.6041015432552 
58712.2378314, z, 22.1037449142422 
58712.22957033, z, 21.7716707043498 
58712.2378314, z, 22.1248578096406 
58712.22957033, z, 21.7788131982484 
58712.2378314, z, 22.0937563005792 
58712.22957033, z, 21.7354650260908 
58712.2378314, z, 22.0941092049447 
58712.22957033, z, 21.7141295363023 
58712.2378314, z, 22.0930628387907 
58712.2378314, z, 22.1209323731902 
58712.2378314, z, 22.1070655177133 
58712.2378314, z, 22.1415219068659 
58712.2378314, z, 22.0925681173441 
58712.2378314, z, 22.0561097803893 
58712.2378314, z, 22.0968882114985 
58712.2378314, z, 22.1265241055503 
58712.23370722, z, 21.7202513128529 
58712.2378314, z, 22.1136074381267 
58712.2378314, z, 22.1061835398358 
58712.2378314, z, 22.1253677795263 
58712.2378314, z, 22.1051075275613 
58712.2378314, z, 21.994343796465 
58712.2378314, z, 22.1189613891558 
58712.2378314, z, 22.136943443847 
58712.2378314, z, 22.1286158475116 
58712.2378314, z, 22.1250253108611 
58712.2378314, z, 22.0777132632988 
58712.2378314, z, 22.1281230610021 
58712.2378314, z, 22.0918167335273 
58712.2378314, z, 22.1276196472739 
58712.2378314, z, 22.0924704653182 
58712.2378314, z, 21.9887080274161 
58712.2378314, z, 22.0865207789223 
58712.2378314, z, 22.0978174360087 
58712.2378314, z, 22.1033775766844 
58712.2378314, z, 22.0711714556831 
58712.2378314, z, 22.1359706128049 
58712.2378314, z, 22.0673121126839 
58712.2378314, z, 22.08360056776 
58712.2378314, z, 22.1155485545648 
58712.2378314, z, 22.0809820051834 
58712.2378314, z, 22.0897234983195 
58712.2378314, z, 22.1390869316801 
58712.2378314, z, 22.0941878082483 
58712.2378314, z, 22.0866665546328 
58712.2378314, z, 22.1400981045709 
58712.2378314, z, 22.0766919008778 
58712.2378314, z, 22.1373749526637 
58712.2378314, z, 22.1027652680908 
58712.2378314, z, 22.083144550614 
58712.2378314, z, 22.1066641942483 
58712.2378314, z, 22.1356036946056 
58712.2378314, z, 22.0888567918152 
58712.2378314, z, 22.0461118118977 
58712.2378314, z, 22.1122781633274 
58712.2378314, z, 22.1499315957314 
58712.2378314, z, 21.9922719779808 
58712.2378314, z, 22.0917210153033 
58712.2378314, z, 22.1116714586939 
58712.2378314, z, 22.0536940526129 
58712.2378314, z, 22.1120225994113 
58712.2378314, z, 22.1064737781708 
58712.2378314, z, 22.1117126784284 
58712.2378314, z, 22.0534782934383 
58712.2378314, z, 22.083617255344 
58712.24201873, z, 22.0826350443251 
58712.24201873, z, 22.0815494169779 
58712.23635203, i, 21.8038159901884 
58712.24201873, z, 22.0596741105442 
58712.24201873, z, 22.0940932158768 
58712.24637976, z, 22.1820256289325 
58712.24201873, z, 22.0906607349356 
58712.24201873, z, 22.0434485462171 
58712.24201873, z, 22.0854554008844 
58712.24201873, z, 22.0707351214584 
58712.24637976, z, 22.1817615614632 
58712.24637976, z, 22.1631612496401 
58712.24201873, z, 22.07869305378 
58712.24201873, z, 22.0222310921783 
58712.24201873, z, 22.0611983050326 
58712.24052025, i, 22.0183844082666 
58712.24201873, z, 22.0938787774005 
58712.24201873, z, 22.1064055880829 
58712.24052025, i, 22.0014763343713 
58712.24201873, z, 22.0787889737871 
58712.24201873, z, 22.0656164931125 
58712.23635203, i, 21.8207164673131 
58712.23635203, i, 21.6686676224627 
58712.24201873, z, 22.0557851385296 
58712.24201873, z, 22.089323000482 
58712.24201873, z, 22.0647731614277 
58712.24201873, z, 22.0663168206427 
58712.24201873, z, 22.0747480104103 
58712.24052025, i, 22.0060106459855 
58712.24201873, z, 22.0557015500538 
58712.23635203, i, 21.8181597137671 
58712.24201873, z, 22.0849886681378 
58712.24201873, z, 22.079687502055 
58712.24201873, z, 22.099129901919 
58712.24201873, z, 22.0933847482702 
58712.23635203, i, 21.7496627925441 
58712.24201873, z, 22.0907798938333 
58712.24201873, z, 22.0812002638099 
58712.24201873, z, 22.0709920231727 
58712.24201873, z, 22.0693734810436 
58712.23635203, i, 21.8129924747115 
58712.24201873, z, 22.0673800424393 
58712.24201873, z, 22.0619783903219 
58712.24637976, z, 22.1799405077027 
58712.24201873, z, 22.0749777592202 
58712.24201873, z, 22.0646551226044 
58712.23635203, i, 21.6876949881667 
58712.24201873, z, 22.060287403645 
58712.24201873, z, 22.0824516656283 
58712.24201873, z, 22.0726197250156 
58712.24201873, z, 22.0907062687814 
58712.24201873, z, 22.0524109401345 
58712.24637976, z, 22.1733353782945 
58712.24201873, z, 21.9565779176574 
58712.24201873, z, 22.068250312133 
58712.24201873, z, 22.0786140735057 
58712.24201873, z, 22.0418609691987 
58712.24201873, z, 22.0849266334053 
58712.24201873, z, 22.0724890834901 
58712.23635203, i, 21.8088119767573 
58712.24201873, z, 22.0806645348487 
58712.24201873, z, 22.0922959370671 
58712.24201873, z, 22.1112272718952 
58712.24488501, i, 21.9445831585953 
58712.24637976, z, 22.1949022092693 
58712.24637976, z, 22.1699958226142 
58712.24201873, z, 22.1036623662523 
58712.24201873, z, 22.0478845242632 
58712.24637976, z, 22.1897043551689 
58712.24201873, z, 22.0978183725703 
58712.24201873, z, 22.0497694418953 
58712.24201873, z, 22.0906761812848 
58712.24201873, z, 22.0784336024755 
58712.24201873, z, 22.0482561420038 
58712.24201873, z, 22.0737514350365 
58712.24201873, z, 22.1094408101128 
58712.23635203, i, 21.7016529652049 
58712.23635203, i, 21.7161835559426 
58712.24637976, z, 22.1883130714413 
58712.24052025, i, 21.93704188287 
58712.24201873, z, 22.1167894093171 
58712.24201873, z, 22.0730452322602 
58712.24201873, z, 22.0701906264775 
58712.24052025, i, 22.0548724167087 
58712.24637976, z, 22.1685293598534 
58712.24052025, i, 21.9837349847456 
58712.24052025, i, 21.986674248765 
58712.23635203, i, 21.8042257506833 
58712.24637976, z, 22.1717866915351 
58712.24637976, z, 22.1200976128671 
58712.24637976, z, 22.1427577928185 
58712.24637976, z, 22.1740361232119 
58712.24637976, z, 22.2013136753688 
58712.24488501, i, 21.9337739531866 
58712.24052025, i, 21.9777978524994 
58712.24637976, z, 22.1787314163517 
58712.24052025, i, 22.0249451301728 
58712.24637976, z, 22.1714841966478 
58712.24052025, i, 22.0236378692529 
58712.24637976, z, 22.1806026258837 
58712.24201873, z, 22.0129555050383 
58712.24637976, z, 22.203370034795 
58712.24052025, i, 22.0393478290813 
58712.24637976, z, 22.1550164879899 
58712.24637976, z, 22.1720082175441 
58712.24637976, z, 22.1841956478546 
58712.24637976, z, 22.1852825916651 
58712.24637976, z, 22.169590416231 
58712.24052025, i, 22.0324627045835 
58712.24637976, z, 22.1818863637742 
58712.24637976, z, 22.1618593726705 
58712.24052025, i, 22.0166756217832 
58712.24637976, z, 22.1501766021597 
58712.24637976, z, 22.1788893501403 
58712.24637976, z, 22.1780652164904 
58712.24637976, z, 22.1565494028619 
58712.24637976, z, 22.1696462956886 
58712.24637976, z, 22.1746891028817 
58712.24637976, z, 22.1681226102246 
58712.24488501, i, 21.932541770624 
58712.24637976, z, 22.1712253452653 
58712.24637976, z, 22.1620161431953 
58712.24637976, z, 22.1755764040949 
58712.24637976, z, 22.1946091475991 
58712.24637976, z, 22.1721930834803 
58712.24637976, z, 22.1900834667948 
58712.24637976, z, 22.1458066905965 
58712.24637976, z, 22.1767036349968 
58712.24637976, z, 22.1705008450791 
58712.24637976, z, 22.1362714331486 
58712.24052025, i, 21.9879905321095 
58712.24637976, z, 22.1845986625945 
58712.24637976, z, 22.2063176224294 
58712.24637976, z, 22.1616716876285 
58712.24637976, z, 22.1766302925723 
58712.24052025, i, 22.0236232349299 
58712.24637976, z, 22.1909338665414 
58712.24488501, i, 21.8978223015194 
58712.24052025, i, 22.0337098445561 
58712.24637976, z, 22.1940309006213 
58712.24637976, z, 22.1748750087857 
58712.24637976, z, 22.1967616958647 
58712.24052025, i, 22.0017329780833 
58712.24052025, i, 22.0068440431069 
58712.24637976, z, 22.145505231539 
58712.24052025, i, 22.035389343296 
58712.24052025, i, 21.9742480361678 
58712.24637976, z, 22.1733391026152 
58712.24637976, z, 22.1908507156674 
58712.24637976, z, 22.1677020975531 
58712.24637976, z, 22.1641836799982 
58712.24637976, z, 22.1519837663453 
58712.24637976, z, 22.181775283082 
58712.24637976, z, 22.2043078490425 
58712.24052025, i, 22.0360906601651 
58712.24052025, i, 21.9873141939585 
58712.24052025, i, 21.9668990299791 
58712.24052025, i, 22.0063823573359 
58712.24052025, i, 21.9773348771222 
58712.24052025, i, 22.0272906974968 
58712.24052025, i, 22.0308889858063 
58712.24488501, i, 21.889362155046 
58712.24052025, i, 22.0125209518959 
58712.24052025, i, 21.9492594241864 
58712.24488501, i, 21.8948893212355 
58712.24052025, i, 21.9884902631723 
58712.24052025, i, 22.0341003320847 
58712.24052025, i, 22.034951798275 
58712.24052025, i, 21.9764122878165 
58712.24052025, i, 22.0354558587253 
58712.24052025, i, 21.9947548595703 
58712.24052025, i, 22.0113812959984 
58712.24488501, i, 21.9329614760026 
58712.24052025, i, 22.0147225199052 
58712.24052025, i, 22.0348149917607 
58712.24052025, i, 21.9467185980423 
58712.24052025, i, 21.9686858760248 
58712.24052025, i, 21.9868158760571 
58712.24637976, z, 22.1874329484992 
58712.24052025, i, 21.9901783746658 
58712.24052025, i, 21.9755396322802 
58712.24052025, i, 21.9909273162576 
58712.24052025, i, 22.037427090758 
58712.24488501, i, 21.9188093494181 
58712.24052025, i, 21.9202899704273 
58712.24052025, i, 21.9938288043484 
58712.24052025, i, 22.0379268495537 
58712.24052025, i, 22.0065672116291 
58712.24052025, i, 22.0091320360082 
58712.24052025, i, 22.0021357470829 
58712.24052025, i, 21.6027083465243 
58712.24052025, i, 21.9185691934574 
58712.24052025, i, 22.0343184831065 
58712.24052025, i, 22.0168070422166 
58712.24052025, i, 21.9538879126292 
58712.24488501, i, 21.8763637767187 
58712.24052025, i, 22.0161292821912 
58712.24052025, i, 21.9564948761609 
58712.24488501, i, 21.9269654541413 
58712.24052025, i, 22.0306892941543 
58712.24488501, i, 21.9577145118894 
58712.24488501, i, 21.9339380454641 
58712.24488501, i, 21.9308706701675 
58712.24488501, i, 21.8734268954697 
58712.24488501, i, 21.9263602428878 
58712.24488501, i, 21.8916248190764 
58712.24052025, i, 21.9546829737325 
58712.24488501, i, 21.9575285170352 
58712.24488501, i, 21.9235649623952 
58712.24488501, i, 21.5126545396318 
58712.24488501, i, 21.9650472895505 
58712.24488501, i, 21.9400046151935 
58712.24488501, i, 21.9746212802159 
58712.24488501, i, 21.939680364829 
58712.24488501, i, 21.9480227865018 
58712.24488501, i, 21.9597525989941 
58712.24488501, i, 21.8622791528168 
58712.2490239, i, 21.7816387467577 
58712.2490239, i, 21.9572684101311 
58712.2490239, i, 21.9542397807077 
58712.2490239, i, 21.8961096562287 
58712.2490239, i, 21.9441233917712 
58712.2490239, i, 21.9488855452833 
58712.2490239, i, 21.9478676215191 
58712.2490239, i, 21.9584755565351 
58712.2490239, i, 21.9764131100706 
58712.2490239, i, 22.0030448327594 
58712.2490239, i, 21.9656619377726 
58712.2490239, i, 21.9956440087463 
58712.2490239, i, 21.8985979160828 
58712.2490239, i, 21.9970990843709 
58712.2490239, i, 21.993878155092 
58712.2490239, i, 21.987911515323 
58712.2490239, i, 21.9919088400144 
58712.2490239, i, 21.9286974129316 
58712.2490239, i, 21.9598862483864 
58712.2490239, i, 21.9369930639625 
58712.2490239, i, 21.9301001839104 
58712.2490239, i, 21.9858354248095 
58712.2490239, i, 21.9833531106999 
58712.2490239, i, 21.9921825734108 
58712.2490239, i, 13.7516106265801 
58712.2490239, i, 21.9174903306423 
58712.2490239, i, 21.9544471241291 
58712.2490239, i, 21.9450474488726 
58712.2490239, i, 21.9797617248998 
58712.2490239, i, 21.9685071611405 
58712.2490239, i, 21.9886481865295 
58712.2490239, i, 21.9978800067114 
58712.2490239, i, 21.9561402376398 
58712.2490239, i, 20.9230546381385 
58712.2490239, i, 21.9500055712622 
58712.2490239, i, 21.9712522666454 
58712.2490239, i, 22.0124727956714 
58712.2490239, i, 21.9740851920105 
58712.2490239, i, 21.9956571709079 
58712.25493535, z, 21.6780653537271 
58712.25051463, z, 21.8379605239488 
58712.25051463, z, 21.8507191423044 
58712.25051463, z, 21.8167088811248 
58712.25345259, i, 21.6243461366599 
58712.25345259, i, 21.6364328140654 
58712.25930297, z, 21.9689236954951 
58712.25930297, z, 21.9705995281628 
58712.25930297, z, 21.9492429339448 
58712.26195421, i, 22.0442423208444 
58712.26195421, i, 22.0152675289646 
58712.25930297, z, 21.9378950963237 
58712.25930297, z, 21.9691537763815 
58712.25930297, z, 21.9141941060833 
58712.25930297, z, 21.9208941531716 
58712.26195421, i, 21.9993410373402 
58712.25930297, z, 21.9902308342709 
58712.26195421, i, 22.0486540320717 
58712.25930297, z, 21.9708439530577 
58712.25930297, z, 21.9144890187204 
58712.25930297, z, 21.9516812199145 
58712.25930297, z, 21.9477707082505 
58712.25930297, z, 21.942242062002 
58712.26195421, i, 21.6599070139464 
58712.25930297, z, 21.9612112146369 
58712.25930297, z, 21.9461883429373 
58712.25930297, z, 21.9938791249697 
58712.25930297, z, 21.9538492728725 
58712.26195421, i, 21.9846242335637 
58712.25930297, z, 21.9618892278157 
58712.25930297, z, 21.9701525734819 
