12507 4 2019-05-10T22:51:56.772288 nan
8031 1 2019-05-10T06:00:25.528608 nan
8031 1 2019-05-10T06:00:25.528608 nan
8031 1 2019-05-10T06:00:25.528608 nan
8031 1 2019-05-10T06:00:25.528608 nan
8408 1 2019-05-10T06:01:24.532896 nan
8408 1 2019-05-10T06:01:24.532896 nan
8785 1 2019-05-10T06:09:39.548736 nan
8408 1 2019-05-10T06:01:24.532896 nan
7798 1 2019-05-10T06:05:32.464608 nan
8552 1 2019-05-10T06:11:47.387904 nan
8408 1 2019-05-10T06:01:24.532896 nan
8408 1 2019-05-10T06:01:24.532896 nan
8175 1 2019-05-10T06:03:23.434848 nan
8408 1 2019-05-10T06:01:24.532896 nan
8031 1 2019-05-10T06:00:25.528608 nan
8175 1 2019-05-10T06:03:23.434848 nan
8408 1 2019-05-10T06:01:24.532896 nan
8264 1 2019-05-10T06:02:24.933408 nan
8031 1 2019-05-10T06:00:25.528608 nan
7654 1 2019-05-10T06:07:30.012672 nan
7743 1 2019-05-10T06:24:59.317344 nan
7798 1 2019-05-10T06:05:32.464608 nan
8120 1 2019-05-10T06:10:46.505280 nan
9340 1 2019-05-10T06:30:29.130336 nan
8175 1 2019-05-10T06:03:23.434848 nan
8730 1 2019-05-10T06:13:44.446080 nan
9484 1 2019-05-10T06:37:11.148672 nan
8209 1 2019-05-10T06:35:48.644448 nan
8874 1 2019-05-10T06:12:46.069920 nan
9107 1 2019-05-10T06:22:34.634496 nan
8319 1 2019-05-10T06:18:09.354528 nan
7607 1 2019-05-10T06:48:43.042464 nan
7976 1 2019-05-10T06:28:06.883104 nan
8929 1 2019-05-10T06:33:37.666368 nan
7264 1 2019-05-10T06:51:52.610976 nan
7285 1 2019-05-10T06:55:21.488160 nan
7175 1 2019-05-10T06:54:12.737952 nan
7696 1 2019-05-10T06:56:26.605248 nan
6997 1 2019-05-10T06:50:43.445184 nan
8696 1 2019-05-10T06:38:18.271104 nan
7031 1 2019-05-10T06:58:37.136640 nan
6853 1 2019-05-10T06:59:39.081984 nan
6908 1 2019-05-10T07:05:37.188384 nan
8175 4 2019-05-10T07:14:10.790592 nan
8018 1 2019-05-10T06:57:25.114464 nan
7086 1 2019-05-10T06:49:44.354496 nan
8641 4 2019-05-10T07:15:11.064096 nan
8785 4 2019-05-10T07:17:09.728448 nan
6997 4 2019-05-10T07:41:23.968320 nan
7463 4 2019-05-10T07:36:21.606336 nan
7696 4 2019-05-10T07:44:29.502816 nan
7641 4 2019-05-10T07:30:04.313952 nan
8497 4 2019-05-10T07:16:09.401376 nan
6908 4 2019-05-10T07:47:59.638848 nan
7196 4 2019-05-10T08:22:40.467072 nan
7895 4 2019-05-10T07:56:54.195648 nan
8162 4 2019-05-10T07:51:21.432960 nan
8251 4 2019-05-10T07:58:08.639616 nan
12363 4 2019-05-10T22:53:04.035552 nan
8031 1 2019-05-10T06:00:25.528608 nan
8408 1 2019-05-10T06:01:24.532896 nan
8264 1 2019-05-10T06:02:24.933408 nan
8264 1 2019-05-10T06:02:24.933408 nan
8175 1 2019-05-10T06:03:23.434848 nan
8408 1 2019-05-10T06:01:24.532896 nan
8785 1 2019-05-10T06:09:39.548736 nan
9018 1 2019-05-10T06:17:02.783328 nan
7510 1 2019-05-10T06:20:18.716064 nan
9196 1 2019-05-10T06:32:29.819904 nan
8552 1 2019-05-10T06:11:47.387904 nan
8353 1 2019-05-10T06:15:56.935296 nan
7277 1 2019-05-10T06:26:59.563680 nan
7641 1 2019-05-10T06:39:42.168096 nan
7518 1 2019-05-10T06:53:04.054272 nan
7230 1 2019-05-10T06:41:41.912448 nan
7319 1 2019-05-10T06:47:44.579904 nan
6942 1 2019-05-10T07:10:02.032896 nan
7874 1 2019-05-10T07:03:23.339232 nan
7840 1 2019-05-10T07:04:27.600960 nan
7374 4 2019-05-10T07:35:23.845344 nan
7607 4 2019-05-10T07:39:23.823936 nan
8319 4 2019-05-10T07:21:13.668480 nan
8128 4 2019-05-10T08:03:32.199840 nan
7429 4 2019-05-10T08:00:21.893472 nan
8395 4 2019-05-10T07:59:07.818432 nan
12651 4 2019-05-10T22:54:13.439808 nan
8031 1 2019-05-10T06:00:25.528608 nan
7942 1 2019-05-10T06:14:52.244160 nan
8497 1 2019-05-10T06:08:40.263648 nan
8586 1 2019-05-10T06:21:32.896512 nan
7408 1 2019-05-10T06:40:40.577088 nan
8963 1 2019-05-10T06:23:34.476864 nan
7421 1 2019-05-10T06:19:19.038720 nan
7374 1 2019-05-10T06:44:46.169088 nan
9251 1 2019-05-10T06:29:30.381792 nan
8086 1 2019-05-10T07:02:06.360288 nan
7751 1 2019-05-10T07:07:49.809792 nan
8874 4 2019-05-10T07:19:07.945248 nan
9162 4 2019-05-10T07:26:32.151840 nan
8073 4 2019-05-10T07:54:29.289888 nan
7141 4 2019-05-10T07:37:22.348128 nan
7518 4 2019-05-10T07:42:25.595712 nan
12740 4 2019-05-10T22:55:22.065600 nan
8264 1 2019-05-10T06:02:24.933408 nan
7887 1 2019-05-10T06:06:31.155264 nan
7565 1 2019-05-10T06:26:00.530016 nan
7552 1 2019-05-10T06:43:45.893856 nan
7141 1 2019-05-10T06:46:43.337856 nan
7929 1 2019-05-10T07:06:49.135392 nan
8264 4 2019-05-10T07:13:12.279648 nan
7929 4 2019-05-10T07:49:12.514656 nan
7052 4 2019-05-10T07:55:44.376672 nan
12596 4 2019-05-10T22:56:30.743232 nan
8641 1 2019-05-10T06:04:23.685024 nan
9162 1 2019-05-10T06:34:36.675840 nan
9340 4 2019-05-10T07:24:22.445568 nan
7785 4 2019-05-10T07:33:14.567616 nan
7319 4 2019-05-10T07:38:23.297280 nan
7806 4 2019-05-10T08:06:48.093696 nan
8217 4 2019-05-10T08:02:33.051264 nan
12274 4 2019-05-10T22:57:38.765952 nan
7463 1 2019-05-10T06:45:44.614368 nan
6764 1 2019-05-10T07:09:00.880704 nan
9484 4 2019-05-10T07:27:32.083200 nan
7984 4 2019-05-10T07:53:30.761664 nan
