,nightdate,jd,field,rcid,nalertpackets,programid,expid,fid,scimaglim,diffmaglim,seeing,difffwhm,exptime,status,exitcode,ra0,Dec-00
94561,2023-11-13T01:43:30.000,2460261.571875,433,0,715,2,250707187,2,18.43,18.3083,3.2611499999999998,3.520105,30,1,2,263.15,-2.65
94562,2023-11-13T01:44:10.997,2460261.5723495,484,0,511,2,250707234,2,18.869999999999997,18.631349999999998,2.89875,3.21929,30,1,1,260.66778,4.55
94563,2023-11-13T01:44:52.002,2460261.5728241,535,0,342,2,250707282,2,19.145,18.813699999999997,2.84245,3.16388,30,1,0,256.976,11.75
94564,2023-11-13T01:45:31.997,2460261.573287,585,0,266,2,250707328,2,19.085,18.7675,2.99995,3.320685,30,1,4,252.57882,18.95
94565,2023-11-13T01:46:17.996,2460261.5738194,434,0,1662,2,250707381,2,19.134999999999998,18.804850000000002,2.65235,3.018835,30,1,0,270.24,-2.65
94566,2023-11-13T01:46:59.002,2460261.574294,433,0,982,2,250707429,2,18.73,18.55565,3.1885,3.484035,30,1,0,263.15,-2.65
94567,2023-11-13T01:47:38.996,2460261.5747569,484,0,589,2,250707475,2,18.895,18.73115,3.2902500000000003,3.572635,30,1,1,260.66778,4.55
94568,2023-11-13T01:48:20.002,2460261.5752315,535,0,387,2,250707523,2,19.42,18.99585,2.6473,2.999945,30,1,1,256.976,11.75
94569,2023-11-13T01:49:00.998,2460261.575706,585,0,239,2,250707570,2,19.43,19.007199999999997,2.7798,3.11865,30,1,3,252.57882,18.95
94570,2023-11-13T01:49:46.998,2460261.5762384,434,0,1646,2,250707623,2,19.085,18.8587,3.05625,3.32449,30,1,0,270.24,-2.65
94571,2023-11-13T01:50:27.001,2460261.5767014,433,0,1174,2,250707670,2,18.695,18.558799999999998,3.41035,3.65565,30,1,2,263.15,-2.65
94572,2023-11-13T01:51:07.998,2460261.5771759,484,0,952,2,250707717,2,18.85,18.67325,3.3356000000000003,3.596425,30,1,0,260.66778,4.55
94573,2023-11-13T01:51:49.003,2460261.5776505,535,0,657,2,250707765,2,19.025,18.78445,3.3167,3.57176,30,1,0,256.976,11.75
94574,2023-11-13T01:52:28.998,2460261.5781134,585,0,423,2,250707811,2,19.095,18.837,3.5097,3.71392,30,1,4,252.57882,18.95
94575,2023-11-13T01:53:14.997,2460261.5786458,434,0,2094,2,250707864,2,19.195,18.97795,3.0425500000000003,3.316885,30,1,0,270.24,-2.65
94576,2023-11-13T01:53:56.003,2460261.5791204,433,0,909,2,250707912,2,18.81,18.641750000000002,3.52285,3.76962,30,1,8,263.15,-2.65
94577,2023-11-13T01:54:36.999,2460261.5795949,484,0,1181,2,250707959,2,19.015,18.83765,3.4161,3.67288,30,1,6,260.66778,4.55
94578,2023-11-13T01:55:17.003,2460261.5800579,535,0,518,2,250708005,2,19.4,19.06165,2.8951000000000002,3.215365,30,1,2,256.976,11.75
94579,2023-11-13T01:55:57.999,2460261.5805324,585,0,331,2,250708053,2,19.395,19.069650000000003,3.14615,3.427385,30,1,2,252.57882,18.95
94580,2023-11-13T01:56:43.999,2460261.5810648,434,0,2366,2,250708106,2,19.04,18.837,3.17515,3.430145,30,1,4,270.24,-2.65
94581,2023-11-13T01:57:25.004,2460261.5815394,433,0,1163,2,250708153,2,18.305,18.4299,4.75925,4.869149999999999,30,1,0,263.15,-2.65
94582,2023-11-13T01:58:06.001,2460261.5820139,484,0,1564,2,250708201,2,18.595,18.5858,4.17175,4.31928,30,1,4,260.66778,4.55
94583,2023-11-13T01:58:46.004,2460261.5824769,535,0,1937,2,250708247,2,18.92,18.7644,3.5499,3.76291,30,1,7,256.976,11.75
94584,2023-11-13T01:59:27.001,2460261.5829514,585,0,1092,2,250708295,2,19.28,18.9887,3.4286,3.68147,30,1,3,252.57882,18.95
94585,2023-11-13T02:00:13.000,2460261.5834838,434,0,2641,2,250708348,2,18.79,18.756999999999998,3.8744500000000004,4.041285,30,1,0,270.24,-2.65
94586,2023-11-13T02:00:54.999,2460261.5839699,334,0,5642,2,250708396,2,18.93,18.76925,3.2601500000000003,3.4402549999999996,30,1,7,283.72589,-17.05
94587,2023-11-13T02:01:35.996,2460261.5844444,384,0,3374,2,250708444,2,18.92,18.70785,3.0284,3.175845,30,1,19,280.61059,-9.85
94588,2023-11-13T02:02:18.004,2460261.5849306,486,0,5588,2,250708493,2,19.12,18.88525,3.1536,3.375395,30,1,2,274.35133,4.55
94589,2023-11-13T02:02:59.001,2460261.5854051,537,0,2487,2,250708540,2,19.425,19.2049,3.1486,3.41446,30,1,0,270.92622,11.75
94590,2023-11-13T02:03:39.004,2460261.5858681,587,0,1864,2,250708586,2,19.83,19.4572,2.76615,3.064515,30,1,0,267.11592,18.95
94591,2023-11-13T02:04:20.001,2460261.5863426,635,0,1525,2,250708634,2,19.655,19.3049,3.0467,3.28628,30,1,4,263.32629,26.15
94592,2023-11-13T02:05:02.000,2460261.5868287,680,0,1418,2,250708682,2,19.57,19.16805,3.16285,3.42554,30,1,7,251.14964,33.35
94593,2023-11-13T02:05:42.996,2460261.5873032,634,0,760,2,250708730,2,19.355,19.0855,3.5293,3.75955,30,1,2,255.84457,26.15
94594,2023-11-13T02:06:37.999,2460261.5879398,334,0,4243,2,250708793,2,18.560000000000002,18.5773,4.29685,4.29284,30,1,16,283.72589,-17.05
94595,2023-11-13T02:07:18.002,2460261.5884028,384,0,2710,2,250708840,2,18.615000000000002,18.58455,4.06855,4.0083400000000005,30,1,24,280.61059,-9.85
94596,2023-11-13T02:08:00.001,2460261.5888889,486,0,2457,2,250708888,2,19.16,19.080550000000002,3.7864500000000003,3.89811,30,1,0,274.35133,4.55
94597,2023-11-13T02:08:40.998,2460261.5893634,537,0,1228,2,250708936,2,19.42,19.2533,3.50985,3.669435,30,1,0,270.92622,11.75
94598,2023-11-13T02:09:22.003,2460261.589838,587,0,704,2,250708983,2,19.275,19.1881,3.9088000000000003,4.07398,30,1,0,267.11592,18.95
94599,2023-11-13T02:10:01.998,2460261.5903009,635,0,466,2,250709030,2,19.47,19.261850000000003,3.6096,3.81707,30,1,0,263.32629,26.15
94600,2023-11-13T02:10:43.997,2460261.590787,680,0,290,2,250709078,2,19.445,19.18855,3.628,3.846735,30,1,5,251.14964,33.35
94601,2023-11-13T02:11:25.002,2460261.5912616,634,0,295,2,250709126,2,19.63,19.308799999999998,3.2704,3.51022,30,1,0,255.84457,26.15
94602,2023-11-13T02:12:19.996,2460261.5918981,334,0,4334,2,250709189,2,18.74,18.65925,3.7843999999999998,3.85821,30,1,10,283.72589,-17.05
94603,2023-11-13T02:13:01.001,2460261.5923727,384,0,2468,2,250709237,2,18.655,18.59165,3.80645,3.784655,30,1,25,280.61059,-9.85
94604,2023-11-13T02:13:41.998,2460261.5928472,486,0,3567,2,250709284,2,19.21,19.092100000000002,3.6085000000000003,3.762905,30,1,0,274.35133,4.55
94605,2023-11-13T02:14:23.004,2460261.5933218,537,0,1937,2,250709332,2,19.22,19.16825,3.96,4.11946,30,1,0,270.92622,11.75
94606,2023-11-13T02:15:04.000,2460261.5937963,587,0,1409,2,250709379,2,19.4,19.2397,3.62075,3.8557550000000003,30,1,0,267.11592,18.95
94607,2023-11-13T02:15:44.004,2460261.5942593,635,0,613,2,250709425,2,19.634999999999998,19.3685,3.3360000000000003,3.58764,30,1,0,263.32629,26.15
94608,2023-11-13T02:16:26.996,2460261.5947569,680,0,373,2,250709475,2,19.435000000000002,19.1005,3.41725,3.659085,30,1,3,251.14964,33.35
94609,2023-11-13T02:17:06.999,2460261.5952199,634,0,408,2,250709521,2,19.335,19.06325,3.4753499999999997,3.720715,30,1,0,255.84457,26.15
94610,2023-11-13T02:18:02.002,2460261.5958565,334,0,6340,2,250709585,2,18.75,18.5953,3.6018499999999998,3.7096549999999997,30,1,7,283.72589,-17.05
94611,2023-11-13T02:18:42.998,2460261.596331,384,0,2912,2,250709633,2,18.75,18.6614,3.6193,3.67374,30,1,23,280.61059,-9.85
94612,2023-11-13T02:19:24.004,2460261.5968056,486,0,2777,2,250709680,2,19.195,19.07815,3.6264000000000003,3.77381,30,1,0,274.35133,4.55
94613,2023-11-13T02:20:05.001,2460261.5972801,537,0,1478,2,250709728,2,19.455,19.27565,3.1604,3.4181600000000003,30,1,0,270.92622,11.75
94614,2023-11-13T02:20:45.997,2460261.5977546,587,0,1357,2,250709775,2,19.064999999999998,18.9862,3.8589,4.0724,30,1,1,267.11592,18.95
94615,2023-11-13T02:21:27.003,2460261.5982292,635,0,848,2,250709822,2,19.369999999999997,19.0795,3.38795,3.678,30,1,1,263.32629,26.15
94616,2023-11-13T02:22:09.002,2460261.5987153,680,0,495,2,250709871,2,19.22,18.911,3.5187,3.75451,30,1,2,251.14964,33.35
94617,2023-11-13T02:22:49.999,2460261.5991898,634,0,242,2,250709918,2,19.11,18.9363,3.90425,4.108715,30,1,2,255.84457,26.15
94618,2023-11-13T02:23:45.001,2460261.5998264,334,0,4645,2,250709982,2,18.41,18.406,4.050549999999999,4.1163799999999995,30,1,14,283.72589,-17.05
94619,2023-11-13T02:24:25.004,2460261.6002894,384,0,1876,2,250710028,2,18.455,18.431800000000003,4.02195,4.068545,30,1,25,280.61059,-9.85
94620,2023-11-13T02:25:07.003,2460261.6007755,486,0,2958,2,250710077,2,19.175,19.0185,3.2318,3.43842,30,1,0,274.35133,4.55
94621,2023-11-13T02:25:48.000,2460261.60125,537,0,1286,2,250710124,2,19.265,19.131700000000002,3.5728999999999997,3.763745,30,1,0,270.92622,11.75
