,nightdate,jd,field,rcid,nalertpackets,programid,expid,fid,scimaglim,diffmaglim,seeing,difffwhm,exptime,status,exitcode,ra0,Dec-00
17687,2023-06-27T04:07:38.001,2460122.6719676,752,0,308,2,236817196,1,20.345,20.342,2.9610000000000003,3.2727899999999996,300,1,4,157.25108,47.75
17688,2023-06-27T04:12:52.998,2460122.6756134,621,0,364,2,236817561,1,20.57,20.473950000000002,2.74985,3.08505,300,1,0,158.58229,26.15
17689,2023-06-27T04:18:03.001,2460122.6792014,668,0,383,2,236817920,1,20.84,20.639699999999998,2.5981,2.956475,300,1,0,156.91021,33.35
17690,2023-06-27T04:23:13.998,2460122.6828009,712,0,439,2,236818280,1,21.02,20.7603,2.6345,2.97139,300,1,0,157.78274,40.55
17691,2023-06-27T04:28:25.997,2460122.686412,787,0,400,2,236818641,1,20.955,20.775199999999998,3.0945,3.345325,300,1,1,158.52573,54.95
17692,2023-06-27T04:33:36.000,2460122.69,818,0,533,2,236819000,1,21.28,20.951500000000003,2.8147,3.0850549999999997,300,1,0,166.66667,62.15
17693,2023-06-27T04:38:47.999,2460122.6936111,860,0,436,2,236819361,1,21.095,20.854,3.0081499999999997,3.30735,300,1,0,156.0,76.55
17694,2023-06-27T04:46:51.001,2460122.6992014,752,0,426,2,236819920,2,20.98,20.72045,2.8417,3.12876,300,1,2,157.25108,47.75
17695,2023-06-27T04:52:05.998,2460122.7028472,621,0,398,2,236820284,2,20.700000000000003,20.498350000000002,2.77975,3.1095249999999997,300,1,0,158.58229,26.15
17696,2023-06-27T04:57:16.001,2460122.7064352,668,0,437,2,236820643,2,20.845,20.5938,2.55265,2.9058450000000002,300,1,0,156.91021,33.35
17697,2023-06-27T05:02:26.998,2460122.7100347,712,0,434,2,236821003,2,21.07,20.7487,2.38625,2.76667,300,1,0,157.78274,40.55
17698,2023-06-27T05:07:38.997,2460122.7136458,787,0,447,2,236821364,2,21.19,20.8676,2.52785,2.89714,300,1,3,158.52573,54.95
17699,2023-06-27T05:12:50.003,2460122.7172454,818,0,513,2,236821724,2,21.435000000000002,21.0514,2.3883,2.7414449999999997,300,1,1,166.66667,62.15
17700,2023-06-27T05:18:02.002,2460122.7208565,860,0,471,2,236822085,2,21.35,20.9681,2.5244,2.9004,300,1,0,156.0,76.55
17701,2023-06-27T05:26:19.000,2460122.7266088,752,0,424,2,236822660,1,20.825,20.621850000000002,2.872,3.2055249999999997,300,1,0,157.25108,47.75
17702,2023-06-27T05:31:29.997,2460122.7302083,712,0,380,2,236823020,1,20.48,20.390900000000002,3.16645,3.45674,300,1,0,157.78274,40.55
17703,2023-06-27T05:36:41.996,2460122.7338194,787,0,384,2,236823381,1,20.8,20.60545,3.158,3.457655,300,1,0,158.52573,54.95
17704,2023-06-27T05:41:53.002,2460122.737419,818,0,459,2,236823741,1,21.09,20.8453,2.8621,3.19468,300,1,1,166.66667,62.15
17705,2023-06-27T05:47:02.996,2460122.7410069,842,0,506,2,236824100,1,21.39,20.9863,2.38485,2.79054,300,1,1,162.85714,69.35
17706,2023-06-27T05:55:19.001,2460122.7467477,842,0,479,2,236824674,2,21.14,20.87145,2.6651,3.00731,300,1,0,162.85714,69.35
17707,2023-06-27T06:03:37.996,2460122.7525231,842,0,485,2,236825252,1,21.12,20.84765,2.74385,3.06348,300,1,0,162.85714,69.35
17708,2023-06-27T06:11:47.996,2460122.7581944,280,0,6219,1,236825819,2,19.795,19.49605,2.7202,2.944705,30,1,5,257.81886,-24.25
17709,2023-06-27T06:12:29.002,2460122.758669,279,0,2797,1,236825866,2,19.85,19.5505,2.7731500000000002,3.06761,30,1,1,250.53343,-24.25
17710,2023-06-27T06:13:09.998,2460122.7591435,278,0,1043,1,236825914,2,19.79,19.4823,2.8916,3.14888,30,1,0,243.248,-24.25
17711,2023-06-27T06:13:51.997,2460122.7596296,380,0,794,1,236825962,2,20.095,19.741799999999998,2.90265,3.128755,30,1,0,252.34217,-9.85
17712,2023-06-27T06:14:33.003,2460122.7601042,431,0,405,1,236826010,2,20.25,19.835,2.8378,3.08608,30,1,0,248.97,-2.65
17713,2023-06-27T06:15:14.000,2460122.7605787,379,0,658,1,236826057,2,20.02,19.68965,3.0298499999999997,3.22321,30,1,0,245.2725,-9.85
17714,2023-06-27T06:15:54.003,2460122.7610417,430,0,363,1,236826104,2,20.215,19.7573,2.8937,3.0962899999999998,30,1,0,241.88,-2.65
17715,2023-06-27T06:16:35.000,2460122.7615162,482,0,289,1,236826151,2,20.345,19.88485,3.0355,3.0778800000000004,30,1,2,246.98422,4.55
17716,2023-06-27T06:17:15.996,2460122.7619907,533,0,225,1,236826199,2,20.355,19.883850000000002,2.85855,3.10444,30,1,1,243.02578,11.75
17717,2023-06-27T06:17:56.000,2460122.7624537,584,0,232,1,236826245,2,20.47,19.950499999999998,2.9139,3.11054,30,1,3,245.31027,18.95
17718,2023-06-27T06:18:37.999,2460122.7629398,632,0,123,1,236826293,2,20.54,19.979,2.7348,2.98623,30,1,9,240.88114,26.15
17719,2023-06-27T06:19:22.002,2460122.7634491,479,0,225,1,236826344,2,20.35,19.74055,2.58875,2.90366,30,1,2,226.45889,4.55
17720,2023-06-27T06:20:01.997,2460122.763912,428,0,270,1,236826391,2,20.21,19.64575,2.7041,3.006255,30,1,1,227.7,-2.65
17721,2023-06-27T06:20:43.002,2460122.7643866,377,0,536,1,236826438,2,20.04,19.58505,2.8118499999999997,3.060385,30,1,0,231.13317,-9.85
17722,2023-06-27T06:21:25.001,2460122.7648727,275,0,453,1,236826487,2,19.44,19.134700000000002,3.0409,3.24955,30,1,0,221.39171,-24.25
17723,2023-06-27T06:22:05.998,2460122.7653472,325,0,511,1,236826534,2,19.63,19.219749999999998,2.9871999999999996,3.244695,30,1,1,220.37278,-17.05
17724,2023-06-27T06:22:47.004,2460122.7658218,375,0,363,1,236826582,2,19.79,19.3042,2.97885,3.19369,30,1,1,216.99383,-9.85
17725,2023-06-27T06:23:28.000,2460122.7662963,478,0,178,1,236826629,2,19.97,19.48575,3.2229,3.276655,30,1,2,219.61711,4.55
17726,2023-06-27T06:24:08.997,2460122.7667708,530,0,170,1,236826677,2,20.4,19.7621,2.6505,2.958615,30,1,2,222.10044,11.75
17727,2023-06-27T06:24:51.998,2460122.7672685,528,0,135,1,236826726,2,20.105,19.50665,2.74545,2.9925699999999997,30,1,9,208.15022,11.75
17728,2023-06-27T06:25:33.004,2460122.7677431,580,0,133,1,236826774,2,20.27,19.6905,2.94335,3.1528850000000004,30,1,9,216.23608,18.95
17729,2023-06-27T06:26:14.001,2460122.7682176,628,0,174,1,236826821,2,20.42,19.741,2.7661,2.900405,30,1,13,210.95429,26.15
17730,2023-06-27T06:26:54.004,2460122.7686806,676,0,131,1,236826868,2,20.58,19.91455,2.69885,2.94685,30,1,6,219.7365,33.35
17731,2023-06-27T06:27:35.001,2460122.7691551,677,0,115,1,236826915,2,20.7,19.9952,2.709,2.86094,30,1,8,227.58979,33.35
17732,2023-06-27T06:28:15.997,2460122.7696296,678,0,182,1,236826962,2,20.605,19.98785,2.6707,2.97139,30,1,5,235.44307,33.35
17733,2023-06-27T06:28:56.001,2460122.7700926,720,0,123,1,236827009,2,20.52,19.92005,2.9335,3.04176,30,1,10,226.71726,40.55
17734,2023-06-27T06:29:40.998,2460122.7706134,718,0,70,1,236827061,2,20.48,19.842,2.73675,2.9671250000000002,30,1,21,209.48363,40.55
17735,2023-06-27T06:30:23.999,2460122.7711111,756,0,65,1,236827111,2,20.13,19.60155,3.0157,3.27858,30,1,23,194.94985,47.75
17736,2023-06-27T06:32:26.998,2460122.7725347,333,0,2055,1,236827253,2,19.69,19.4265,2.8513,2.96075,30,1,23,276.64396,-17.05
17737,2023-06-27T06:33:08.004,2460122.7730093,383,0,5463,1,236827300,2,20.13,19.8134,2.6151,2.862045,30,1,0,273.55117,-9.85
17738,2023-06-27T06:33:49.000,2460122.7734838,434,0,2157,1,236827348,2,20.48,20.0395,2.3219,2.65959,30,1,0,270.24,-2.65
17739,2023-06-27T06:34:29.997,2460122.7739583,485,0,1463,1,236827395,2,20.43,19.981749999999998,2.51945,2.89059,30,1,0,267.50956,4.55
17740,2023-06-27T06:35:11.003,2460122.7744329,381,0,1621,1,236827443,2,20.36,19.872,2.4097,2.78714,30,1,0,259.41183,-9.85
17741,2023-06-27T06:35:53.002,2460122.774919,483,0,561,1,236827491,2,20.57,20.013199999999998,2.4233000000000002,2.822045,30,1,0,253.826,4.55
17742,2023-06-27T06:36:33.998,2460122.7753935,535,0,429,1,236827539,2,20.75,20.148200000000003,2.27715,2.689115,30,1,0,256.976,11.75
17743,2023-06-27T06:37:14.002,2460122.7758565,586,0,363,1,236827585,2,20.78,20.162799999999997,2.2774,2.72179,30,1,0,259.84737,18.95
17744,2023-06-27T06:37:54.998,2460122.776331,635,0,409,1,236827633,2,20.77,20.1704,2.35145,2.7746500000000003,30,1,0,263.32629,26.15
17745,2023-06-27T06:38:36.004,2460122.7768056,587,0,526,1,236827680,2,20.634999999999998,20.0968,2.60805,2.88731,30,1,0,267.11592,18.95
17746,2023-06-27T06:39:17.001,2460122.7772801,537,0,1110,1,236827728,2,20.505000000000003,20.0303,2.46005,2.830985,30,1,0,270.92622,11.75
17747,2023-06-27T06:39:57.997,2460122.7777546,486,0,2231,1,236827775,2,20.51,20.0317,2.3019,2.710165,30,1,0,274.35133,4.55
