,nightdate,jd,field,rcid,nalertpackets,programid,expid,fid,scimaglim,diffmaglim,seeing,difffwhm,exptime,status,exitcode,ra0,Dec-00
0,2023-05-18T07:06:05.000,2460082.7958912,721,3,2805,2,232829589,3,18.134999999999998,17.03695,1.705,2.22376,30,1,3,235.33407,40.55
1,2023-05-18T07:06:49.003,2460082.7964005,824,0,7084,2,232829640,3,18.18,17.0359,1.7916,2.27846,30,1,1,246.66667,62.15
2,2023-05-18T07:07:28.998,2460082.7968634,847,0,6485,2,232829686,3,19.585,18.5307,1.5645,2.1279700000000004,30,1,1,248.57143,69.35
3,2023-05-18T07:08:10.997,2460082.7973495,875,1,3275,2,232829734,3,19.1,18.10085,1.7996500000000002,2.293625,30,1,22,260.0,83.75
4,2023-05-18T07:08:52.996,2460082.7978356,848,0,5248,2,232829783,3,20.020000000000003,19.06135,1.7008,2.246365,30,1,5,265.71429,69.35
5,2023-05-18T07:09:34.001,2460082.7983102,825,0,3235,2,232829831,3,20.21,19.31015,1.722,2.25338,30,1,2,260.0,62.15
6,2023-05-18T07:10:13.996,2460082.7987731,796,0,890,2,232829877,3,20.725,19.773049999999998,1.50105,2.13538,30,1,1,257.79854,54.95
7,2023-05-18T07:10:55.001,2460082.7992477,762,0,395,2,232829924,3,20.86,19.88445,1.4685000000000001,2.28123,30,1,1,253.598,47.75
8,2023-05-18T07:11:38.003,2460082.7997454,797,0,243,2,232829974,3,20.564999999999998,19.67235,1.6828500000000002,2.2547800000000002,30,1,1,268.89602,54.95
9,2023-05-18T07:12:18.999,2460082.8002199,763,0,227,2,232830021,3,20.729999999999997,19.81845,1.4806,2.15158,30,1,4,263.37269,47.75
10,2023-05-18T07:12:59.996,2460082.8006944,723,0,191,2,232830069,3,20.78,19.8496,1.64745,2.228015,30,1,4,252.5677,40.55
11,2023-05-18T07:46:33.004,2460082.8239931,275,0,809,1,232832399,2,20.305,19.68965,2.4054,2.77123,30,1,0,221.39171,-24.25
12,2023-05-18T07:47:12.998,2460082.824456,325,0,858,1,232832445,2,20.655,19.90845,2.1372,2.61046,30,1,1,220.37278,-17.05
13,2023-05-18T07:47:54.004,2460082.8249306,375,0,848,1,232832493,2,20.88,20.06055,2.0746,2.557915,30,1,0,216.99383,-9.85
14,2023-05-18T07:48:35.001,2460082.8254051,324,0,690,1,232832540,2,20.77,19.93665,1.9745,2.52311,30,1,0,213.34209,-17.05
15,2023-05-18T07:49:15.997,2460082.8258796,274,0,564,1,232832587,2,20.445,19.7499,2.1300499999999998,2.60804,30,1,0,214.10629,-24.25
16,2023-05-18T07:49:57.003,2460082.8263542,273,0,387,1,232832635,2,20.405,19.66035,2.06705,2.56531,30,1,0,206.82086,-24.25
17,2023-05-18T07:50:36.997,2460082.8268171,274,0,768,3,232832681,2,20.375,19.6962,2.1939,2.66197,30,1,1,214.10629,-24.25
18,2023-05-18T07:51:18.003,2460082.8272917,273,0,382,3,232832729,2,19.9,19.396250000000002,2.78225,3.07788,30,1,0,206.82086,-24.25
19,2023-05-18T07:52:12.003,2460082.8279167,627,0,43,1,232832791,2,21.285,20.396250000000002,1.97355,2.4546,30,0,36,203.47257,26.15
20,2023-05-18T07:52:53.000,2460082.8283912,675,0,51,1,232832839,2,21.44,20.49925,1.80825,2.4143850000000002,30,0,35,211.88321,33.35
21,2023-05-18T07:53:33.996,2460082.8288657,717,0,40,1,232832886,2,21.445,20.50095,1.7515,2.32375,30,0,41,200.86681,40.55
22,2023-05-18T07:54:15.002,2460082.8293403,756,0,3,1,232832934,2,21.27,20.3618,1.84775,2.4378149999999996,30,0,43,194.94985,47.75
23,2023-05-18T07:55:02.997,2460082.8298958,861,0,248,1,232832989,2,21.03,20.147100000000002,1.904,2.5206,30,1,8,180.0,76.55
24,2023-05-18T07:55:44.003,2460082.8303704,873,0,118,1,232833037,2,21.015,20.09955,1.8868,2.423525,30,1,7,180.0,83.75
25,2023-05-18T07:56:31.998,2460082.8309259,821,0,163,1,232833092,2,21.34,20.39085,1.8636,2.41046,30,1,16,206.66667,62.15
26,2023-05-18T07:57:13.003,2460082.8314005,845,0,276,1,232833140,2,21.314999999999998,20.352249999999998,1.8397000000000001,2.469985,30,1,3,214.28571,69.35
27,2023-05-18T07:57:58.000,2460082.8319213,760,0,196,2,232833192,2,21.425,20.4931,1.9985499999999998,2.449445,30,1,7,234.04862,47.75
28,2023-05-18T07:58:38.997,2460082.8323958,794,0,268,2,232833239,2,21.55,20.5748,1.7017,2.29228,30,1,2,235.60357,54.95
29,2023-05-18T07:59:20.996,2460082.8328819,847,0,943,3,232833288,2,22.41,21.72305,1.8047,2.283995,300,1,1,248.57143,69.35
30,2023-05-18T08:04:33.997,2460082.8365046,823,0,221,2,232833650,2,21.525,20.463700000000003,1.67105,2.3399900000000002,30,1,10,233.33333,62.15
31,2023-05-18T08:06:48.997,2460082.8380671,279,0,2350,1,232833806,2,20.49,19.899700000000003,1.98575,2.42353,30,1,0,250.53343,-24.25
32,2023-05-18T08:07:30.003,2460082.8385417,329,0,1320,1,232833854,2,20.78,20.1647,1.8384,2.47765,30,1,0,248.49557,-17.05
33,2023-05-18T08:08:11.000,2460082.8390162,378,0,755,1,232833901,2,20.915,20.2227,1.9672,2.50301,30,1,0,238.20283,-9.85
34,2023-05-18T08:08:51.996,2460082.8394907,429,0,401,1,232833949,2,21.19,20.3168,1.85715,2.4117699999999997,30,1,0,234.79,-2.65
35,2023-05-18T08:09:33.002,2460082.8399653,481,0,320,1,232833996,2,21.195,20.3723,1.9314,2.4789250000000003,30,1,1,240.14244,4.55
36,2023-05-18T08:10:12.996,2460082.8404282,533,0,251,1,232834042,2,21.244999999999997,20.44435,1.90665,2.4378149999999996,30,1,3,243.02578,11.75
37,2023-05-18T08:10:54.002,2460082.8409028,532,0,249,1,232834090,2,21.375,20.4854,1.7464,2.3628299999999998,30,1,2,236.05067,11.75
38,2023-05-18T08:11:34.999,2460082.8413773,531,0,256,2,232834137,2,21.4,20.48695,1.7811,2.33595,30,1,3,229.07556,11.75
39,2023-05-18T08:12:16.004,2460082.8418519,582,0,231,1,232834185,2,21.535,20.543550000000003,1.5772,2.26456,30,1,4,230.77318,18.95
40,2023-05-18T08:12:55.999,2460082.8423148,631,0,235,1,232834231,2,21.59,20.62395,1.60005,2.3114850000000002,30,1,4,233.39943,26.15
41,2023-05-18T08:13:37.004,2460082.8427894,678,0,232,1,232834278,2,21.634999999999998,20.66075,1.5444,2.23932,30,1,1,235.44307,33.35
42,2023-05-18T08:14:18.001,2460082.8432639,677,0,207,1,232834326,2,21.66,20.626800000000003,1.5516,2.27291,30,1,15,227.58979,33.35
