ZTF20aagjqxg & 2:59:39 & 6:41:11 & AT2020aeo & - & hostless & slow &  \\ \hline
ZTF20aafqvyc & 3:47:58 & 38:26:32 & AT2020yq & - & hostless & asteroid &  \\ \hline
ZTF20aahenrt & 9:32:53 & 72:23:06 & AT2020axb & - & nuclear & AGN? &  \\ \hline
ZTF20aafqpum & 3:06:07 & 13:54:48 & SN2020yo & 0.09 (s) & edge of galaxy & SN Ia-91bg &  \\ \hline
ZTF20aafqulk & 3:39:45 & 27:44:05 & AT2020yp & 0.793 (s) & nuclear & SN Ia-pec &  \\ \hline
ZTF20aahakkp & 5:07:55 & 56:27:50 & AT2020bbk & - & hostless & AGN? &  \\ \hline
